title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
ミラノサンドの咀嚼音 | ASMR,/watch?v=jOMsp21qA_I,74,しっぽ,,8か月前,283,26
マクドナルドの咀嚼音 | ASMR,/watch?v=Dj9W9vYI9Cs,342,しっぽ,,10か月前,283,121
鳥の唐揚げの咀嚼音 | ASMR,/watch?v=kcQZc91t5Qo,228,しっぽ,,10か月前,283,81
漬物の咀嚼音 | ASMR,/watch?v=MhCj5WQ4Yec,1046,しっぽ,,10か月前,283,370
ケンタッキーフライドチキンの咀嚼音 | ASMR,/watch?v=eQEWdnGEk-I,426,しっぽ,,10か月前,283,151
コーンフレークの咀嚼音 | ASMR,/watch?v=Ye1wk1VsM_U,168,しっぽ,,10か月前,283,59
マスカットの咀嚼音 | ASMR,/watch?v=_TfF-KuWcQU,202,しっぽ,,10か月前,283,71
ピザの咀嚼音 | ASMR,/watch?v=6XFx1HpTBQ4,121,しっぽ,,10か月前,283,43
きゅうりの塩もみの咀嚼音 | ASMR,/watch?v=4Hrk5PDbx5E,128,しっぽ,,10か月前,283,45
チンゲンサイとベーコン炒めの咀嚼音 | ASMR,/watch?v=NEbGyJfqURw,86,しっぽ,,10か月前,283,30
たこ焼きの咀嚼音 | ASMR,/watch?v=rQzkgQjtBZA,433,しっぽ,,10か月前,283,153
梨の咀嚼音 | ASMR,/watch?v=5KiuGIhBhw4,173,しっぽ,,11か月前,283,61
餃子の咀嚼音 | ASMR,/watch?v=MKkcACYUd5s,273,しっぽ,,11か月前,283,96
お好み焼きの咀嚼音 | ASMR,/watch?v=8EvnliS7UEg,182,しっぽ,,11か月前,283,64
長崎皿うどんの咀嚼音 | ASMR,/watch?v=AuafnRQ3I-A,203,しっぽ,,11か月前,283,72
シャーベットキウイの咀嚼音 | ASMR,/watch?v=V93E4J0CKzU,436,しっぽ,,11か月前,283,154
ウインナーの咀嚼音 | ASMR,/watch?v=TFmcDJRuNsU,324,しっぽ,,11か月前,283,114
唐揚げの咀嚼音 | ASMR,/watch?v=6KRqaVQYMus,273,しっぽ,,11か月前,283,96
マクドナルドの咀嚼音 | ASMR,/watch?v=oA0aqxHK1mU,252,しっぽ,,11か月前,283,89
