title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
ポテトチップス　モンハン34日目 だらだら雑談しながら　【参加型】,/watch?v=OEeA5kGlEAE,19,68&amp;POTEO【ポテトチップス】,84,,39,49
ポテトチップス　61袋　ゲーム出来ない子の為に私が来た！ 　ランクマッチ　【参加型】,/watch?v=klDWpbQbFDU,34,68&amp;POTEO【ポテトチップス】,84,,39,87
ポテトチップス　60袋　ゲーム出来ない子の為に私が来た！ 　ランクマッチ,/watch?v=iND-_MgoTlg,23,68&amp;POTEO【ポテトチップス】,84,,39,59
ポテトチップス　59袋　ゲーム出来ない子の為に私が来た！ 　ランクマッチ,/watch?v=QjA4w3Mjt4o,23,68&amp;POTEO【ポテトチップス】,84,,39,59
ポテトチップス　58袋　ゲーム出来ない子の為に私が来た！ エネルギー大嫌い,/watch?v=VraDT0P7b7g,34,68&amp;POTEO【ポテトチップス】,84,,39,87
ジブリで告白してみたら【ポニョ以降みてない】,/watch?v=Y6qxz7Y91sE,5,68&amp;POTEO【ポテトチップス】,84,,39,13
ポテトチップス　57袋　ゲーム出来ない子の為に私が来た！,/watch?v=plog0sza2B0,26,68&amp;POTEO【ポテトチップス】,84,,39,67
ポテトチップス　56袋　ゲーム出来ない子の為に私が来た！,/watch?v=EQ4D0uxfidg,42,68&amp;POTEO【ポテトチップス】,84,,39,108
ポテトチップス　モンハン34日目　雑談メイン一狩りしようぜ　【参加型】,/watch?v=3ilIPXWlehk,10,68&amp;POTEO【ポテトチップス】,84,,39,26
ポテトチップス　55袋　ゲーム出来ない子のために私がきた！,/watch?v=MWtq4gnd-mw,35,68&amp;POTEO【ポテトチップス】,84,,39,90
ポテトチップス　モンハン34日目　雑談メイン一狩りしようぜ　【参加型】,/watch?v=-Sl3L54Q7hY,57,68&amp;POTEO【ポテトチップス】,84,,39,146
ポテトチップス　フックから下ろさせて　第四夜,/watch?v=CsbPP4wZML4,34,68&amp;POTEO【ポテトチップス】,84,,39,87
ポテトチップス　54袋　ゲーム出来ない子のために私がきた！,/watch?v=irJh-FoQ6UE,48,68&amp;POTEO【ポテトチップス】,84,,39,123
ポテトチップス　fall ghys　ポテトフライのスキンには絶対負けない,/watch?v=2JvbKLiC0uM,18,68&amp;POTEO【ポテトチップス】,84,,39,46
ポテトチップス　53袋　ゲーム出来ない子の為に私が来た！　ジブラルタル1000キル,/watch?v=rUB3ws3uaLk,103,68&amp;POTEO【ポテトチップス】,84,,39,264
ポテトチップス　52袋　ゲーム出来ない子の為に私が来た！　ジブラルタル1000キル　【参加型】,/watch?v=lUgEZ5a2_w8,82,68&amp;POTEO【ポテトチップス】,84,,39,210
ポテトチップス　朝からフック下ろさせて　【参加型】,/watch?v=5fjr98KDa24,49,68&amp;POTEO【ポテトチップス】,84,,39,126
ポテトチップス　51袋　ゲーム出来ない子の為に私が来た！　ジブラルタル1000キル,/watch?v=woIQMPeJhBw,51,68&amp;POTEO【ポテトチップス】,84,,39,131
ポテトチップス　夜ご飯のあとにポテトはいかが？,/watch?v=jh2d3DEqJjU,20,68&amp;POTEO【ポテトチップス】,84,,39,51
ポテトチップス　モンハン33日目　ムフェトやろう,/watch?v=W66KbQxrYE8,60,68&amp;POTEO【ポテトチップス】,84,,39,154
ポテトチップス　モンハン32日目　歴戦ベリオロスやろう,/watch?v=UO3UT2H1FK8,27,68&amp;POTEO【ポテトチップス】,84,,39,69
ポテトチップス　49袋　ゲーム出来ない子の為に私が来た！,/watch?v=EvE-XhFLErw,21,68&amp;POTEO【ポテトチップス】,84,,39,54
ポテトチップス　50袋　ゲーム出来ない子の為に私が来た！,/watch?v=1R1Afbbhrg0,30,68&amp;POTEO【ポテトチップス】,84,,39,77
ポテトチップス　朝からてDBD フックから下ろさせて,/watch?v=jhY6qDoDvBY,42,68&amp;POTEO【ポテトチップス】,84,,39,108
ポテトチップス　Fall ghysやるbad ghy ポテトのスキンほしい,/watch?v=9z7Q4YP0mp8,50,68&amp;POTEO【ポテトチップス】,84,,39,128
ポテトチップス　48袋　ゲーム出来ない子の為に私が来た！【プラチナ4のぬま】,/watch?v=YVBKqG8sDsw,25,68&amp;POTEO【ポテトチップス】,84,,39,64
ポテトチップス　フックから下ろさせてやー　第二の夜,/watch?v=sdjRya7XMCM,46,68&amp;POTEO【ポテトチップス】,84,,39,118
ポテトチップス　47袋　ゲーム出来ない子の為に私が来た！【レイス練習】,/watch?v=eyfFMXXqS7k,41,68&amp;POTEO【ポテトチップス】,84,,39,105
ポテトチップス　マジでフックから下ろして　DBD,/watch?v=YUQdF-WgRW4,41,68&amp;POTEO【ポテトチップス】,84,,39,105
ポテトチップス　モンハン31日目の金曜日！？　いや、ねぼうした　【参加型】,/watch?v=Fxb93pXXBQY,52,68&amp;POTEO【ポテトチップス】,84,,39,133
ポテトチップス　46袋　ゲーム出来ない子の為に私が来た！　【参加型】,/watch?v=_mhE3fZxUy0,41,68&amp;POTEO【ポテトチップス】,84,,39,105
