title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
269【保護猫】変なところで寝ようとするマメタくん【まめかん】,/watch?v=1pCW_DHl2jE,6,犬猫家【小麦&amp;まめかん】,176,,25,24
268【保護猫】お手をする猫！（仮）【まめかん】,/watch?v=vKF6HEgjx3c,12,犬猫家【小麦&amp;まめかん】,176,,25,48
267【保護猫】デレデレカンタくん【まめかん】,/watch?v=_vPXWo_-WIM,15,犬猫家【小麦&amp;まめかん】,176,,25,60
266【保護猫】疲れた体に猫補給【まめかん】,/watch?v=Mi3ImyrEAhQ,18,犬猫家【小麦&amp;まめかん】,176,,25,72
265【保護猫】三連続！姉さんとお散歩【まめかん】,/watch?v=UwR1cVjuCXc,13,犬猫家【小麦&amp;まめかん】,176,,25,52
264【保護猫】今日も姉さんとお散歩【まめかん】,/watch?v=lFt5WYrVP4A,18,犬猫家【小麦&amp;まめかん】,176,,25,72
263【保護猫】姉さんとお散歩【まめかん】,/watch?v=U2WpDa10xGk,18,犬猫家【小麦&amp;まめかん】,176,,25,72
262【保護猫】定期開催！ただいまチャレンジ！【まめかん】,/watch?v=X2Ww3xhuQNs,14,犬猫家【小麦&amp;まめかん】,176,,25,56
261【保護猫】みんなでグルーミング【まめかん】,/watch?v=yMSU6YHUM3c,14,犬猫家【小麦&amp;まめかん】,176,,25,56
260【保護猫】マメタが遊ぶキャットタワー【まめかん】,/watch?v=EwREZzxUnkw,17,犬猫家【小麦&amp;まめかん】,176,,25,68
259【保護猫】マメタの寝相がおかしい【まめかん】,/watch?v=mv5J1DX3L8M,17,犬猫家【小麦&amp;まめかん】,176,,25,68
258【保護猫】カンタの寝相を見るだけの動画【まめかん】,/watch?v=d7QEEuuuUus,12,犬猫家【小麦&amp;まめかん】,176,,25,48
257【保護猫】煮干しおやつのお時間です【まめかん】,/watch?v=KUKBBEFJ9Uc,16,犬猫家【小麦&amp;まめかん】,176,,25,64
256【保護猫】甘えん坊カンタ【まめかん】,/watch?v=eAvNA2o1eus,15,犬猫家【小麦&amp;まめかん】,176,,25,60
255【保護猫】猫とスイカ（カンタ編）【まめかん】,/watch?v=nSTxPuzzO-Q,16,犬猫家【小麦&amp;まめかん】,176,,25,64
254【保護猫】猫とスイカ（マメタ編）【まめかん】,/watch?v=PeimRjx1z_E,15,犬猫家【小麦&amp;まめかん】,176,,25,60
253【保護猫】冷蔵庫の上にこっそり上がっているとビックリします【まめかん】,/watch?v=3rtoqNlgVQI,17,犬猫家【小麦&amp;まめかん】,176,,25,68
252【保護猫】暑くてもくっついて寝ています【まめかん】,/watch?v=s-7Ez-oIE4g,18,犬猫家【小麦&amp;まめかん】,176,,25,72
251【保護猫】とにかくなんでもチェックします【まめかん】,/watch?v=Arxw0aDLnPw,19,犬猫家【小麦&amp;まめかん】,176,,25,76
250【保護猫】キャットタワーの上り方【まめかん】,/watch?v=wNmbu1XCKb4,20,犬猫家【小麦&amp;まめかん】,176,,25,80
249【保護猫】我が家にタワー登場!!【まめかん】,/watch?v=EBfwQAcqQu4,10,犬猫家【小麦&amp;まめかん】,176,,25,40
248【保護猫】姉さんの朝ごはん【まめかん】,/watch?v=e5R0BTEjtT0,18,犬猫家【小麦&amp;まめかん】,176,,25,72
247【保護猫】ブラッシングもしているんだけどねぇ【まめかん】,/watch?v=uk6jHUEh18s,15,犬猫家【小麦&amp;まめかん】,176,,25,60
246【保護猫】姉さんが遊んでいるときの猫たちそれぞれの姿【まめかん】,/watch?v=s9xxtf0VEwc,19,犬猫家【小麦&amp;まめかん】,176,,25,76
245【保護猫】蹴りぐるみは姉さんのオモチャになりました！【まめかん】,/watch?v=EJbCR2Qpq2I,18,犬猫家【小麦&amp;まめかん】,176,,25,72
244【保護猫】毛だらけの日々【まめかん】,/watch?v=ud6QGpbo2QA,15,犬猫家【小麦&amp;まめかん】,176,,25,60
243【保護猫】続・続・デンタルケア【まめかん】,/watch?v=ota37BiqpbM,16,犬猫家【小麦&amp;まめかん】,176,,25,64
242【保護猫】続・デンタルケア【まめかん】,/watch?v=GJbVge7dsYM,17,犬猫家【小麦&amp;まめかん】,176,,25,68
241【保護猫】デンタルケアのオモチャを買ってみました【まめかん】,/watch?v=72d9FNd1LS0,20,犬猫家【小麦&amp;まめかん】,176,,25,80
240【保護猫】定期開催！ただいまチャレンジ！【まめかん】,/watch?v=gnsbSjdXoTg,18,犬猫家【小麦&amp;まめかん】,176,,25,72
239【保護猫】相変わらず掃除機は平気みたいです【まめかん】,/watch?v=nFir9XAynO8,15,犬猫家【小麦&amp;まめかん】,176,,25,60
238【保護猫】最近ずっとここに入っています…【まめかん】,/watch?v=6okWA_5gZcY,17,犬猫家【小麦&amp;まめかん】,176,,25,68
237【保護猫】盗撮していたらバレました【まめかん】,/watch?v=wV8KlULQ9Bs,13,犬猫家【小麦&amp;まめかん】,176,,25,52
236【保護猫】個人的癒し動画（咀嚼音）【まめかん】,/watch?v=R5gGgGmSw7I,20,犬猫家【小麦&amp;まめかん】,176,,25,80
235【保護猫】手作りオモチャを貰ったよっ！【まめかん】,/watch?v=hq-MPi13qOU,14,犬猫家【小麦&amp;まめかん】,176,,25,56
234【保護猫】犬猫の咀嚼音っていいですよね…【まめかん】,/watch?v=DQU9c52mGsg,43,犬猫家【小麦&amp;まめかん】,176,,25,172
233【保護猫】マメタとカンタ寝相の違い【まめかん】,/watch?v=pPNcuLghiiI,25,犬猫家【小麦&amp;まめかん】,176,,25,100
232【保護猫】カンタくんはちょっとマヌケだけどそこが最高に可愛いです【まめかん】,/watch?v=trUbTVp2dBc,29,犬猫家【小麦&amp;まめかん】,176,,25,116
231【保護猫】定期開催！ただいまチャレンジ！【まめかん】,/watch?v=9Q_xt_mnDtE,16,犬猫家【小麦&amp;まめかん】,176,,25,64
230【保護猫】背後を奪うマメタくん【まめかん】,/watch?v=mIjxVNf1ky0,16,犬猫家【小麦&amp;まめかん】,176,,25,64
229【保護猫】煮干しの食べ方は変わりなく【まめかん】,/watch?v=WXs1ljyALtg,32,犬猫家【小麦&amp;まめかん】,176,,25,128
228【保護猫】扇風機争奪戦【まめかん】,/watch?v=SuOBKOwlLQk,20,犬猫家【小麦&amp;まめかん】,176,,25,80
227【保護猫】ラグを新しくしたのですが…【まめかん】,/watch?v=B5I5MMORfl4,18,犬猫家【小麦&amp;まめかん】,176,,25,72
226【保護猫】おててが可愛いこと可愛いこと【まめかん】,/watch?v=EJDlrFCH7TU,10,犬猫家【小麦&amp;まめかん】,176,,25,40
225【保護猫】特に何もないそんな日常風景【まめかん】,/watch?v=M6pCtOkBqtg,16,犬猫家【小麦&amp;まめかん】,176,,25,64
224【保護猫】定期開催！ただいまチャレンジ！【まめかん】,/watch?v=P8WJJruKPMY,27,犬猫家【小麦&amp;まめかん】,176,,25,108
223【保護猫】新しい猫ハウスはどうですか？【まめかん】,/watch?v=y7CrFKUfPuQ,40,犬猫家【小麦&amp;まめかん】,176,,25,160
