title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
【ソマリ】ルカがハッキリ「ママ」と言う⁉️,/watch?v=jc2vidIZ8i8,80,ロゼ&amp;ルカday',1270,,296,27
今日も暑いですね😵💦午後のちょこっと2回目のライブ💕,/watch?v=JTHxfF2Fb8I,213,ロゼ&amp;ルカday',1270,,296,72
【ベンガル猫、ソマリ】いつも遊んでくれる大好きな人が来たよ🏠,/watch?v=l377EZDtnhU,276,ロゼ&amp;ルカday',1270,,296,93
初めてロゼルカ喋ります！【おしゃべりベンガル猫とソマリ】ご挨拶から暴露まで🤣,/watch?v=L6QJIHQLmqk,357,ロゼ&amp;ルカday',1270,,296,121
【ソマリ】撮れたてルカの早朝ニャルソックでハチと対決🐝,/watch?v=Z1XGcfO94-w,280,ロゼ&amp;ルカday',1270,,296,95
昨日、本日とゲリラ豪雨きましたね😭ベンガル猫とソマリの兄弟の反応⚡️,/watch?v=4uEmNzyAvbk,261,ロゼ&amp;ルカday',1270,,296,88
【ベンガル猫、ソマリ】新競技‼️毛繕い相撲😻😻,/watch?v=nibZqFsY3tE,255,ロゼ&amp;ルカday',1270,,296,86
暑中お見舞い申し上げます！【ベンガル猫、ソマリ】のんびりな日常とロゼのどうしてもやめられないイタズラ😭,/watch?v=HRoTFgTiFvI,331,ロゼ&amp;ルカday',1270,,296,112
【ベンガル猫、ソマリ】包容力抜群のベンガル猫ロゼが弟ソマリのルカを寝かしつける様子❤️,/watch?v=xKBNfQhOf1Y,292,ロゼ&amp;ルカday',1270,,296,99
【ベンガル猫、ソマリ】パパがイチ押しのミニオンクッション‼️反応は⁉️,/watch?v=KOtjm3WE3zI,344,ロゼ&amp;ルカday',1270,,296,116
【ソマリ】ルカが本日で8ヶ月💕毎晩の日課、撫で回される様子がかわいい💕,/watch?v=LcVvW98FdXQ,260,ロゼ&amp;ルカday',1270,,296,88
【ベンガル猫、ソマリ】💩に血が混じる😱検査をしに病院へ‼️健康診断もして頂きました‼️,/watch?v=ttUUqlnoO5Y,243,ロゼ&amp;ルカday',1270,,296,82
【ベンガル猫】ロゼのダイエット計画‼️続編‼️,/watch?v=GXPC3E69Y8U,269,ロゼ&amp;ルカday',1270,,296,91
【ソマリ】子猫ルカのご飯問題…味変トッピングのレパートリーを試行錯誤の回‼️,/watch?v=DYgnxSzY4zk,256,ロゼ&amp;ルカday',1270,,296,86
【ソマリ】ルカをドアップで観察してみる回💕,/watch?v=zfnN3_Q7RSc,326,ロゼ&amp;ルカday',1270,,296,110
【ベンガル猫】ロゼのダイエット計画‼️,/watch?v=IoepbENiiug,346,ロゼ&amp;ルカday',1270,,296,117
【ベンガル猫、ソマリ】仲良しお昼寝💕後半…ルカの首に注目‼️‼️,/watch?v=V_Kw6XIGxsQ,239,ロゼ&amp;ルカday',1270,,296,81
【ベンガル猫、ソマリ】ママがツボった動画短編集⑥連発🤣✨,/watch?v=0aEbq2MG6uo,306,ロゼ&amp;ルカday',1270,,296,103
【ソマリ】脚立猫になったソマリの子猫ルカがかわいい,/watch?v=7vGAJtOBu70,257,ロゼ&amp;ルカday',1270,,296,87
【ベンガル猫】ロゼがお気に入り毛布で赤ちゃんみたいにマッタリな様子がかわいい,/watch?v=Vpfp0PWodt0,275,ロゼ&amp;ルカday',1270,,296,93
先程コメントがオフになっていたので再チャレンジです😂😂,/watch?v=9ky6nZM2ons,272,ロゼ&amp;ルカday',1270,,296,92
初めてのちょこっとお試しライブです💕,/watch?v=qjftKWCr2hM,165,ロゼ&amp;ルカday',1270,,296,56
【番外編】フェネックの赤ちゃんに会いました❤️🧡❤️,/watch?v=BadT8jf6VOg,282,ロゼ&amp;ルカday',1270,,296,95
【ベンガル猫、ソマリ】後編‼️海ガメクッション争奪戦😳最後は急展開が💕,/watch?v=9u79pRTWR2k,308,ロゼ&amp;ルカday',1270,,296,104
【ベンガル猫、ソマリ】前編‼️海ガメのクッションを2人にプレゼントしました😻その反応は⁉️,/watch?v=ph75hGPeGmQ,290,ロゼ&amp;ルカday',1270,,296,98
【質問ありがとうございました❤️】ベンガル猫&ソマリの多頭飼い😻😻質問にお答えさせて頂きます🙇‍♀️💕,/watch?v=QfkZU7sEX9s,477,ロゼ&amp;ルカday',1270,,296,161
【ベンガル猫、ソマリ】猫ちゃんも歯が命🦷,/watch?v=JJEbY0wbpIk,247,ロゼ&amp;ルカday',1270,,296,83
【感謝！チャンネル登録者様1000人！】感謝の気持ちを形に🙇‍♀️💕プレゼント企画です❤️,/watch?v=z9IJHuBSMLE,864,ロゼ&amp;ルカday',1270,,296,292
【ソマリ】本日7ヶ月を迎えました💕子猫ルカのお昼の様子に密着❤️,/watch?v=9TT4tc4Xcn4,492,ロゼ&amp;ルカday',1270,,296,166
【ベンガル猫、ソマリ】人気のオモチャで遊んでもらった結果がかわいい！,/watch?v=PLKDAIa8U_s,322,ロゼ&amp;ルカday',1270,,296,109
【ベンガル猫、ソマリ】のとある昼下がりと水槽の仲間たち【おウチ水族館】,/watch?v=ug8Jhagr-h8,312,ロゼ&amp;ルカday',1270,,296,105
【ベンガル猫、ソマリ】猫多頭飼いの我が家流ご飯を詳しくご紹介致します🥰,/watch?v=ySqGB3PRmxg,368,ロゼ&amp;ルカday',1270,,296,124
【ソマリ】歯磨きおやつをあげたら激おこでした！,/watch?v=V9qFLksJcsA,315,ロゼ&amp;ルカday',1270,,296,106
【ベンガル猫、ソマリ】寝る前のちょっとしたルーティン動画⭐️,/watch?v=7Da1Olqr_Do,368,ロゼ&amp;ルカday',1270,,296,124
【ベンガル猫、ソマリ】狙うはマグロ🐟ちゃんともらえる術を知り、待つ様子がかわいい！,/watch?v=OdThKJkxA2w,315,ロゼ&amp;ルカday',1270,,296,106
【感謝！チャンネル登録者様900人❤️】ただただ感謝でございます‼️いつもありがとうございます🙇‍♀️💕,/watch?v=PKbFfvvsJ7g,336,ロゼ&amp;ルカday',1270,,296,114
【ベンガル猫】やっぱりそうなるよね！おNEW冷蔵庫に初登頂したロゼの様子w,/watch?v=xo1AWhW75dw,277,ロゼ&amp;ルカday',1270,,296,94
【ソマリ】最近伸びてきたシッポの毛繕いで大忙しの子猫ルカがかわいい！,/watch?v=OVFd66MTZlk,306,ロゼ&amp;ルカday',1270,,296,103
【ベンガル猫】ノンフィクションドキュメンタリー風な撮影をしてみたらおもしろかった！,/watch?v=tFfpRIz-Afs,241,ロゼ&amp;ルカday',1270,,296,81
【ソマリ】子猫ルカのクラッキング&ハンター顔がかわいい！,/watch?v=Je8lQqEFPa4,240,ロゼ&amp;ルカday',1270,,296,81
【ベンガル猫、ソマリ】癒しの毛繕いの最中、謎の行動⁉️,/watch?v=-5mpawIXaV0,205,ロゼ&amp;ルカday',1270,,296,69
【ベンガル猫】ロゼのハンターの顔が見え隠れする棒遊びがかわいい,/watch?v=C-M3IvVOJY8,185,ロゼ&amp;ルカday',1270,,296,62
【ベンガル猫、ソマリ】鍋から水を飲む猫たち！後半事件勃発！,/watch?v=0tCPiibFc8Y,211,ロゼ&amp;ルカday',1270,,296,71
【ベンガル猫、ソマリ】2人のかわいい&少し怖い？！寝姿3連発🤭✨,/watch?v=XCgEV9esANw,238,ロゼ&amp;ルカday',1270,,296,80
