title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
*GIANT* Spicy Cheesy Rice Cakes 🍚🍰 Tteokbokki ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=zX7OGYgsGSI,41,Heart T,2770,,267,15
Assorted Korean Convenience Store Food 🍜🥟🍙 Snacks ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=nrCLUjDvbDU,95,Heart T,2770,,267,36
*BIG BITE* McDonalds Burgers 🍔 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=skGfDPP_6_Q,107,Heart T,2770,,267,40
*BIG BITE* Black Bean Noodles 🍜 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=Pd8tUSGBDHs,325,Heart T,2770,,267,122
*BIG BITE* Cheesy Crunchy Corn Dogs 🌽🐶 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=4gcoiyTtNXc,96,Heart T,2770,,267,36
*JUMBO* Giant Tiger Shrimp Prawn 🍤 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=L1fmkGwtKLs,77,Heart T,2770,,267,29
*CREAMY* Cheesy Carbonara Spaghetti 🍝 Pasta ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=aw5J8ecBMD8,668,Heart T,2770,,267,250
*BIG BITE* Deep Pan Cheesy Chicago Pizza 🍕 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=hGIerRpAm0k,94,Heart T,2770,,267,35
*JUICY* BIG BITE Giant Raw Oysters 🦪 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=kgaBNU_NR4Y,105,Heart T,2770,,267,39
*SCRUMPTIOUS* BIG BITE Cream Cakes Desserts 🍰 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=YAwwoSfyL00,95,Heart T,2770,,267,36
*SUCCULENT* BIG BITE Juicy Beef Steaks 🥩 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=Za64zQOddzw,63,Heart T,2770,,267,24
*SAVAGE* BIG BITE Raw Fish Steaks 🐟 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=KNhbVhWTRZs,88,Heart T,2770,,267,33
*PAINFUL* BEFORE/AFTER Spicy Fire Ghost 🔥Noodle Challenges Mukbangs | Reactions,/watch?v=CYCaaL1sidw,87,Heart T,2770,,267,33
*JUICIEST* BIG BITE Giant Spam 🐷 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=O5Qw7l8js8I,923,Heart T,2770,,267,346
*CRUNCHIEST* BIG BITE Fried Chicken 🍗 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=a2-hmLaJHKc,355,Heart T,2770,,267,133
*EXTREME* BITE Giant King Crab Leg 🦀 ASMR Mukbangs | Satisfying Eating Sounds,/watch?v=z8F0pQ4gfog,1051,Heart T,2770,,267,394
