title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #12",/watch?v=uVXSBPvnG-w,79,YILING TV,,3か月前,280,28
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #11",/watch?v=nFAfy6KBvfs,82,YILING TV,,4か月前,280,29
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #10",/watch?v=15NrIQPRdmQ,61,YILING TV,,4か月前,280,22
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #9",/watch?v=wP8jp2FKdOI,199,YILING TV,,4か月前,280,71
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #8",/watch?v=Oq0l8UTUGlU,50,YILING TV,,4か月前,280,18
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #7",/watch?v=7RHodWUhSNc,80,YILING TV,,4か月前,280,29
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #6",/watch?v=cVYqykPqDtY,134,YILING TV,,4か月前,280,48
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #5",/watch?v=VZtRkZXiaHk,64,YILING TV,,4か月前,280,23
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #4",/watch?v=0DcQUv-q2IE,146,YILING TV,,4か月前,280,52
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #3",/watch?v=YLp8f8BY-dc,38,YILING TV,,4か月前,280,14
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #2",/watch?v=iA0v3VolmaI,50,YILING TV,,4か月前,280,18
"【氷の咀嚼音】 カラフル,奇妙な食べ物 音フェチ | COLORFUL ICE EATING SOUNDS #1",/watch?v=tMXunj5t494,183,YILING TV,,5か月前,280,65
🔥 Chicken Fire Noodle Eating Challenge 🔥 | Chinese Fried Food Mukbang Eating Show #2,/watch?v=Xl-sJwq8jCo,191,YILING TV,,6か月前,280,68
【大食い】Girl Eats Food With Chinchillas ASMR | Chinese Fried Foods Mukbang Eating Show #2,/watch?v=mIGrkIoZ8oM,264,YILING TV,,6か月前,280,94
【大食い】Girl eats starfish and weird spicy seafood | Chinese Seafood Mukbang Eating Show #7,/watch?v=Q8uHaIVSgAU,933,YILING TV,,6か月前,280,333
【大食い】 超辛くて辛いシーフードを食べることに挑戦してください。 自宅でこれを試さないでください。 🦞🦑🦀🦐  | 中国のシーフードを食べるショー #6,/watch?v=pIuOYZviqkY,114,YILING TV,,6か月前,280,41
【大食い】Girl eats spicy korean rice cake | Chinese Fried Foods Mukbang Eating Show #1,/watch?v=chv0W0slLk8,67,YILING TV,,6か月前,280,24
【大食い】Girl eats giant spicy lobster 🦞 | Chinese Seafood Mukbang Eating Show #6,/watch?v=2WX_u0LfksI,265,YILING TV,,6か月前,280,95
【大食い】🐙 Spicy 🦀 Delicious 🍤 Seafood | Chinese Seafood Mukbang Eating Show #5,/watch?v=NlflHsfnLnY,29,YILING TV,,6か月前,280,10
"【大食い】Girl eats cactus 🌵, giant gummy worm, crab | Chinese Seafood Mukbang Eating Show #4",/watch?v=QmQRoDi8QOU,100,YILING TV,,6か月前,280,36
【大食い】 Delicious Spicy Seafood Mukbang | Chinese Seafood Mukbang Eating Show #3,/watch?v=UqFPtxHWsyU,477,YILING TV,,6か月前,280,170
【大食い】Girl eats giant live octopus | Chinese Seafood Mukbang Eating Show #2,/watch?v=Fu3dOcfa0j4,2674,YILING TV,,6か月前,280,955
【大食い】Girl eats Giant Lobster Claw | Chinese Seafood Mukbang Eating Show #1,/watch?v=5RBtAtkqZHc,150,YILING TV,,7か月前,280,54
