title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
【猫】先日の誕生日プレゼントでもらったひんやりベットでリラックスする猫😸😸,/watch?v=GMyZQbkWovg,108,小春&amp;虎之助チャンネル,240,,101,107
【猫】突然スイッチONになった猫😸,/watch?v=gDc0MaCL_mc,102,小春&amp;虎之助チャンネル,240,,101,101
【猫】ビックリした猫😸,/watch?v=_1wAYsC-zmY,103,小春&amp;虎之助チャンネル,240,,101,102
【猫】プレゼントをもらって嬉しい猫😸,/watch?v=PTz176b5o9w,112,小春&amp;虎之助チャンネル,240,,101,111
【猫】はきだめチャンネル-HAKIDAME-さんのお家に遊びに行った猫😸,/watch?v=blUZdwogtF4,171,小春&amp;虎之助チャンネル,240,,101,169
【猫】とても慎重な猫🐈,/watch?v=dKt5_gq3PuI,136,小春&amp;虎之助チャンネル,240,,101,135
【猫】置物の猫と遊ぶ小春と虎之助🐈🐈,/watch?v=EvH846cXk54,141,小春&amp;虎之助チャンネル,240,,101,140
【猫】可愛い動きをする猫🐈,/watch?v=f-kBe9EsINo,135,小春&amp;虎之助チャンネル,240,,101,134
【猫】ちび～ズ🐈🐈✨,/watch?v=vYMKOSYg2y0,198,小春&amp;虎之助チャンネル,240,,101,196
【猫】お友達が描いた漫画の動画に出演させてもらった猫🐈,/watch?v=1_FJ1nUshy8,221,小春&amp;虎之助チャンネル,240,,101,219
【猫】頭に何か付いているのに気付かない猫🐈,/watch?v=Zuo1IjB_HQU,191,小春&amp;虎之助チャンネル,240,,101,189
【猫】１００話配信記念 モグラたたきをする猫🐈,/watch?v=C8u-mPC2Bew,258,小春&amp;虎之助チャンネル,240,,101,255
【猫】窓際で日向ぼっこする猫🐈,/watch?v=E_U-XIix_0o,75,小春&amp;虎之助チャンネル,240,,101,74
【猫】今日の遊びを見つけた猫🐈,/watch?v=Bd0EE6ia8KQ,66,小春&amp;虎之助チャンネル,240,,101,65
【猫】日ごろの感謝を込めて猫にチュールをあげてみた🐈,/watch?v=--lPvDbzmOg,94,小春&amp;虎之助チャンネル,240,,101,93
【猫】日ごろの感謝を込めて猫にマッサージ🐈,/watch?v=0yYSHrBjw0k,365,小春&amp;虎之助チャンネル,240,,101,361
【猫】不意をつかれた猫🐈,/watch?v=99ud7DZLaT8,86,小春&amp;虎之助チャンネル,240,,101,85
【猫】得意技がある猫🐈,/watch?v=Gxd02lk09bk,78,小春&amp;虎之助チャンネル,240,,101,77
【猫】猫の肉球🐈,/watch?v=zlFLcmEpyAA,63,小春&amp;虎之助チャンネル,240,,101,62
【猫】紐が大好きな猫🐈,/watch?v=obfecP9kVcc,56,小春&amp;虎之助チャンネル,240,,101,55
【猫】コロコロの動きが気になる猫🐈,/watch?v=JNbPn4XGtcs,58,小春&amp;虎之助チャンネル,240,,101,57
【ねこ】癒しの音楽と猫🐈,/watch?v=hX5-mOK84lc,71,小春&amp;虎之助チャンネル,240,,101,70
【ねこ】猫と運動🐈,/watch?v=LE0jMTx90kc,64,小春&amp;虎之助チャンネル,240,,101,63
【ねこ】寝起きの猫🐈,/watch?v=BLUmKwoPMY4,48,小春&amp;虎之助チャンネル,240,,101,48
【ねこ】1度フェイントを入れる猫🐈,/watch?v=eUN0dFLOUc8,37,小春&amp;虎之助チャンネル,240,,101,37
【ねこ】猫の日常🐈,/watch?v=yGsZ5HMMbyU,44,小春&amp;虎之助チャンネル,240,,101,44
【ねこ】眠いけどカメラを向けると見つめてくれる猫🐈,/watch?v=By-SJQD2hdk,56,小春&amp;虎之助チャンネル,240,,101,55
【ねこ】少し眠いけど動きが気になる猫🐈,/watch?v=PRs0FIgzhTg,53,小春&amp;虎之助チャンネル,240,,101,52
【ねこ】猫と和みの時間🐈,/watch?v=tBxwSN256Yw,44,小春&amp;虎之助チャンネル,240,,101,44
【ねこ】猫とレーザーポインターで遊ぶ🐈,/watch?v=IZIl18dQils,61,小春&amp;虎之助チャンネル,240,,101,60
【うちで過ごそう】猫＋新しいおもちゃ＝そろりそろり🐈,/watch?v=_nOI0SlCHKE,67,小春&amp;虎之助チャンネル,240,,101,66
【ねこ】美味しいご飯＋ラップ＝猫に怒られる🐈,/watch?v=53N5_MzvWw4,74,小春&amp;虎之助チャンネル,240,,101,73
【ねこ】猫＋鏡＝予測不能🐈,/watch?v=VOLNkpQln1c,55,小春&amp;虎之助チャンネル,240,,101,54
【ねこ】猫＋お掃除モップ＝お掃除が進まない🐈,/watch?v=D_HW1gpnvrI,75,小春&amp;虎之助チャンネル,240,,101,74
【ねこ】猫＋トンネル＝覗きたくなる🐈,/watch?v=3oFo0T3COUU,50,小春&amp;虎之助チャンネル,240,,101,50
【#うちで過ごそう】猫＋こたつ＝ほっこり🐈,/watch?v=ZQ8uWHaVzG4,68,小春&amp;虎之助チャンネル,240,,101,67
【猫】猫と遊ぼう🐈,/watch?v=lDEnHYZCyH4,75,小春&amp;虎之助チャンネル,240,,101,74
#うちで過ごそう【猫と遊ぶ】🐈,/watch?v=XCUvfgsOEDg,101,小春&amp;虎之助チャンネル,240,,101,100
＃家で一緒にやってみよう【猫とボール遊び】🐈,/watch?v=lmKgmrYI9JY,135,小春&amp;虎之助チャンネル,240,,101,134
＃うちで過ごそう 🐈【猫】,/watch?v=K4CQ8iGm7z8,146,小春&amp;虎之助チャンネル,240,,101,145
【猫】新しいおもちゃが届きました　小春＆と虎之助Ver. 🐈,/watch?v=nuODdFCdPVc,44,小春&amp;虎之助チャンネル,240,,101,44
【猫】新しいおもちゃが届きました　虎之助Ver. 🐈,/watch?v=gIAES_Csxx8,46,小春&amp;虎之助チャンネル,240,,101,46
【猫】新しいおもちゃが届きました　小春Ver. 🐈,/watch?v=yg3xSuuImlw,35,小春&amp;虎之助チャンネル,240,,101,35
【猫】固定カメラを置いてみた　小春＆虎之助Ver. 🐈,/watch?v=u_Yhwnqy1LM,47,小春&amp;虎之助チャンネル,240,,101,47
【猫】固定カメラを置いてみた　虎之助Ver.🐈,/watch?v=Ve-XI4AAEB8,45,小春&amp;虎之助チャンネル,240,,101,45
【猫】固定カメラを置いてみた 小春Ver. 🐈,/watch?v=6puUxfXh1Is,50,小春&amp;虎之助チャンネル,240,,101,50
【猫】小鳥のピーちゃん🐤　虎之助Ver.,/watch?v=GSTUQz19sqY,42,小春&amp;虎之助チャンネル,240,,101,42
【猫】小鳥のピーちゃん🐤　小春Ver.,/watch?v=KjBQcq2KJys,53,小春&amp;虎之助チャンネル,240,,101,52
【猫】猫じゃらしに飛びつく虎之助🐈,/watch?v=o5UY6mYM8Ao,54,小春&amp;虎之助チャンネル,240,,101,53
【猫】雪だるま⛄🐈,/watch?v=eU-F6LA1Qro,71,小春&amp;虎之助チャンネル,240,,101,70
【猫】お手の特訓🐈,/watch?v=0sfxzsuLgx4,107,小春&amp;虎之助チャンネル,240,,101,106
【猫】まったり～？？？,/watch?v=LRDuXuGsyhk,55,小春&amp;虎之助チャンネル,240,,101,54
【猫】小春のちょいちょい🐈,/watch?v=IhODJBzYrrk,56,小春&amp;虎之助チャンネル,240,,101,55
【猫】くつろぎタイム🐈,/watch?v=SizujbSD0Kw,44,小春&amp;虎之助チャンネル,240,,101,44
【猫】何かが届きましたのつづき🐈,/watch?v=Xp9dQsf2ciw,57,小春&amp;虎之助チャンネル,240,,101,56
【猫】何かが届きました🐈,/watch?v=ZdqkrNEga-g,50,小春&amp;虎之助チャンネル,240,,101,50
【猫】 虎之助監督と小春監督の動画チェック 🐈,/watch?v=nrD9VaRfmx4,60,小春&amp;虎之助チャンネル,240,,101,59
【猫】 小春の日向ぼっこ 🐈,/watch?v=FvLoIQxjynQ,57,小春&amp;虎之助チャンネル,240,,101,56
【猫】 甘えん坊な虎之助 🐈,/watch?v=oCbpwYOnc24,100,小春&amp;虎之助チャンネル,240,,101,99
【猫】 手作り猫じゃらしwithワイルドな小春 🐈,/watch?v=fvn8a5b6xoo,184,小春&amp;虎之助チャンネル,240,,101,182
【猫】 グールーミング手袋 🐈,/watch?v=vvwbGJM8w0Y,61,小春&amp;虎之助チャンネル,240,,101,60
【猫】 ライオンのぬいぐるみ 🐈,/watch?v=eYD8VttrDg8,53,小春&amp;虎之助チャンネル,240,,101,52
【猫】 トンネル遊び 🐈,/watch?v=mpfFvvGyQZY,51,小春&amp;虎之助チャンネル,240,,101,50
【猫】 ほのぼのとした日曜日 🐈,/watch?v=GlIFFINN9Ak,40,小春&amp;虎之助チャンネル,240,,101,40
【猫】 小春のそろりそろり 🐈,/watch?v=q6eU3-nlbFw,84,小春&amp;虎之助チャンネル,240,,101,83
【猫】 猫じゃらし 小春 ver.🐈,/watch?v=3bV5cDLm8_I,60,小春&amp;虎之助チャンネル,240,,101,59
【猫】 猫じゃらし 虎之助 ver.🐈,/watch?v=SdjfzsYXJtY,56,小春&amp;虎之助チャンネル,240,,101,55
