title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
【ASMR】いっぱいママに甘えて良いよ。優しい耳かき、お耳ふー ASMR配信 Japanese ASMR / binaural /,/watch?v=Y_FKYUr2304,2873,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,26
【ASMR】いっぱいママに甘えて良いよ。優しい耳かき、お耳ふー ASMR配信 Japanese ASMR / binaural /,/watch?v=lUseGkPzRNA,7362,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,67
【ASMR】ママが気持ちよくさせてあげるね（耳かき、吐息、はむはむ、etc） Japanese ASMR / binaural /,/watch?v=lumnf8XBfwM,3198,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,29
【夏だから】今日から事故物件に入居します！【ホラーゲームに挑戦】,/watch?v=KoGMh5YBHSM,1534,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,14
【祝！二周年】天輝おこめ、二周年記念配信！【皆でお祝いしよー！】,/watch?v=y6yEZJPHT_g,2082,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,19
かわみゅメンバー集合♡【かわみゅリレー】,/watch?v=U10W6R8tD8c,696,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,6
【ASMR】いつも愛してくれる君にたーっぷり愛を伝えてわからせる配信（おこめ二周年記念配信前夜祭♥） Japanese ASMR / binaural /*かわみゅリレー,/watch?v=e5OAjLnwUu0,3485,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,32
「LifeSize」yuzen feat 天輝おこめ,/watch?v=a1OtZIS1rcg,1778,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,16
【ASMR】ゆったり、ママと寝る前の耳かき、添い寝etc… Japanese ASMR / binaural /Relaxing sound,/watch?v=DkZIB0A3ek8,5595,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,51
帰ってきたよ～！【雑談配信】,/watch?v=mkkYZeqEwyc,1343,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,12
【ASMR】いっぱいママに甘えて良いよ。優しい耳かき、お耳ふー ASMR配信 Japanese ASMR / binaural /,/watch?v=lTDgoTLSy8E,4200,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,38
【ゴリラ軍団1周年記念】一年間でどれだけゴリラ化したのかチェック！【天輝おこめ / 風宮まつり / 桜月花音 / ヒヅキミウ】,/watch?v=6VeCjE4Ttb0,1408,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,13
かわみゅメンバー集合♡【かわみゅリレー】,/watch?v=1cIJPFpT5Vk,1137,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,10
【ASMR】いっぱいママに甘えて良いよ。優しい耳かき、お耳ふー ASMR配信 Japanese ASMR / binaural /*かわみゅリレー,/watch?v=479Mh_Xkv2w,6369,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,58
【ASMR】いっぱいママに甘えて良いよ。優しい耳かき、お耳ふー ASMR配信 Japanese ASMR / binaural /,/watch?v=_li3p5m0nXQ,6240,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,57
ゆんゆんUFO - AMAKI OKOME (Official MV),/watch?v=Q1SPJMsIjU0,1478,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,13
【ASMR】ぐっすり眠れる甘々添い寝♥お姉ちゃんとまったりお喋り【立体音響】,/watch?v=NXC_YMqrq9U,4434,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,40
【ASMR】いっぱいママに甘えて良いよ。優しい耳かき、お耳ふー ASMR配信 Japanese ASMR / binaural /,/watch?v=yVBnmORiymM,6396,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,58
Vivid World  -AMAKI OKOME (Official MV),/watch?v=KcvFrOrnq2M,3270,AMAKI OKOME CHANNEL VSinger &amp; ASMRtist【天輝おこめ】,39700,,10950,30
