title,url,view,channel_name,channel_subscriber,create_stamp,mean_view
샤샤로 변신! 라임의 시크릿쥬쥬 어린이 키즈카페 실내놀이터에서 공주로 변신 Indoor Playground Family Fun for Kids,/watch?v=QeS5sQDS9bw,0,Azul Dick,6,,0
라임이 산타가 되어 선물 배달 갔어요~! | 시크릿쥬쥬 케이크 먹방 장난감 놀이 LimeTube & Toy 라임튜브,/watch?v=LXPUF9WhrI0,0,Azul Dick,6,,0
세라의 공주다이어리 장난감 놀이 LimeTube & Toy 라임튜브,/watch?v=q2ij57g9QDs,0,Azul Dick,6,,0
산타할아버지께 선물을 받았어요~! 산타하우스에 간 라임 | 에버랜드 크리스마스 축제 체험 LimeTube & Toy 라임튜브,/watch?v=jbiVwyd3uSg,0,Azul Dick,6,,0
[30분]세상에서 가장 큰 쥐? 주렁주렁 애니멀 테마파크 실내 놀이터 동물 체험  LimeTube & indoor playground,/watch?v=LOdR0c78IeU,0,Azul Dick,6,,0
라임이가 감기에 걸렸어요 오늘은 영상 쉽니다!,/watch?v=T6vLSLdQ42c,0,Azul Dick,6,,0
라임의 추억의 뽀로로 짜장면 먹방❤ | 뽀로로 목욕 시키기 | 유치원 인형놀이 LimeTube & Toy 라임튜브,/watch?v=gQtP6CSZFEY,0,Azul Dick,6,,0
라임의 타요 캐리어 장난감 놀이 | 치과의사 놀이 | 뽀로로 짜장면 먹방  LimeTube & Toy 라임튜브,/watch?v=kKn2OPM7svg,0,Azul Dick,6,,0
라임의 에버랜드 매직쿠키하우스 놀이기구 체험 장난감 놀이 LimeTube & indoor playground,/watch?v=nT7zNzD7FUs,0,Azul Dick,6,,0
라임 신나는 레프팅 썰매를 타다! | 대명비발디파크 스노위랜드 눈썰매장 체험 | 가족여행 추천! LimeTube & playground 라임송 뮤직비디오,/watch?v=uYw0Z6meK8Q,0,Azul Dick,6,,0
[26분]라임튜브 인기동영상 베스트 | 소피루비 방 & 라푼젤 미미화장대 &타요키즈카페 &시크릿 쥬쥬 키즈카페 LimeTube & Toy 라임튜브,/watch?v=ZKxPAB0eXzk,0,Azul Dick,6,,0
