title,url,view,channel_name,channel_subscriber,create_stamp
【歌ってみた】ごーまいうぇい！【Ｒ２じょー】,/watch?v=Yxvx0W0NDwk,240.0,R2じょー,565.0,3週間前
【歌ってみた】夜明けと蛍【Ｒ２じょー】,/watch?v=I-YIsVOtp8c,119.0,R2じょー,565.0,1か月前
【歌ってみた】  メルト  【Ｒ２じょー】,/watch?v=ve75wEUESKE,216.0,R2じょー,565.0,1か月前
【雑談】R2じょーの５００人さん記念生放送！【初見さん大歓迎】＃じょーなま,/watch?v=L6bb_Lwb5ns,136.0,R2じょー,565.0,2か月前
○○ちゃんのインモホ / オリジナル,/watch?v=pftd97eyvSY,92.0,R2じょー,565.0,2か月前
【歌ってみた】アンヘル【Ｒ２じょー】,/watch?v=iI_uqDc3tqc,256.0,R2じょー,565.0,2か月前
ゲーム＆雑談生放送！「ぼっちマイクラ」やるぞ！＃じょーなま,/watch?v=hnEXp5mhr8A,121.0,R2じょー,565.0,3か月前
【オリジナル】夢中 / R2じょー【もじゃ×社畜】,/watch?v=aQISz0919CE,138.0,R2じょー,565.0,3か月前
【歌ってみた】ボッカデラベリタ【Ｒ２じょー】,/watch?v=FT7I-sxDSzQ,302.0,R2じょー,565.0,3か月前
ゲーム＆雑談生放送！「被虐のノエル」やるぞ！＃じょーなま,/watch?v=Wg0VdVXWqPI,80.0,R2じょー,565.0,3か月前
ECHO 空耳で歌ってみたから聴いて / Ｒ２じょー,/watch?v=5o3PKKbGkvk,390.0,R2じょー,565.0,3か月前
【歌ってみた】チューリングラブ【Ｒ２じょー＆狼少年】,/watch?v=appqwFdOrXU,329.0,R2じょー,565.0,3か月前
【歌ってみた】ヴィラン【Ｒ２じょー】,/watch?v=ciRZbjbe9HM,256.0,R2じょー,565.0,4か月前
【歌ってみた】夢色フェスティバル【Ｒ２じょー】,/watch?v=xwcfFXBjCOY,1169.0,R2じょー,565.0,4か月前
【歌ってみた】早過ぎたラブロマンス【Ｒ２じょー＆伊錫＆うぉもる。＆7noah】,/watch?v=LQ90W_T3Gjk,310.0,R2じょー,565.0,5か月前
【歌ってみた】ぷりてぃんくるしすたぁ【Ｒ２じょー】,/watch?v=IvuaIAie9Lc,245.0,R2じょー,565.0,5か月前
【オリジナル】絶賛全部片想い / R2じょー＆ひのま【もじゃ×社畜】,/watch?v=a7fReflPVwU,304.0,R2じょー,565.0,5か月前
ゲーム＆雑談生放送！「被虐のノエル」やるぞ！＃じょーなま,/watch?v=EuyA_4MMuX8,88.0,R2じょー,565.0,6か月前
うちのエゴロックがなんか違う。,/watch?v=Cn-R4ecmd8M,388.0,R2じょー,565.0,6か月前
【歌ってみた】すすめ！さいつよ堕天使【Ｒ２じょー(堕天使)】,/watch?v=Gwhs8-Z0R_4,485.0,R2じょー,565.0,6か月前
おかえりらぶっ！から始まる-恋物語-,/watch?v=y-pGBZm_blg,428.0,R2じょー,565.0,7か月前
【ピンですが？】ろけんろ音頭【あけましておめでと音頭】,/watch?v=EdLvI_CKiQM,163.0,R2じょー,565.0,7か月前
ペインイレイサー／R2じょー with みー太郎、ひのま、百彩ねあまる、相良秋吉、黒苫,/watch?v=ZXbMjB0_OmI,109.0,R2じょー,565.0,withみー太郎、ひのま、百彩ねあまる、相良秋吉、黒苫作成者:7か月前
【歌ってみた】他人の足を踏んで「痛い」って叫んだら逆に謝られた♪／ひろじょー【年末】,/watch?v=6p24hWGq8qc,79.0,R2じょー,565.0,7か月前
あたりまえ体操歌ってみたver. 30分耐久【超洗脳】,/watch?v=C7b_fknPezA,166.0,R2じょー,565.0,7か月前
ミーアキャット 30分耐久【超洗脳】,/watch?v=9ECwOBqTq90,42.0,R2じょー,565.0,7か月前
ゆでたまご 30分耐久【超洗脳】,/watch?v=NNFqOh2bBlE,56.0,R2じょー,565.0,7か月前
あたりまえ体操歌ってみたver. 10分耐久【洗脳】,/watch?v=zu4NKeRk2b8,671.0,R2じょー,565.0,7か月前
ゲーム＆雑談生放送！「恋愛心理テスト～LoveFortune～」やるぞ！＃じょーなま,/watch?v=xRByDjESk6o,71.0,R2じょー,565.0,7か月前
【何を思ったのか】あたりまえ体操歌ってみたver.【ひろじょー】,/watch?v=OBn9DHTtlRg,580.0,R2じょー,565.0,7か月前
【歌ってみた】Gimme×Gimme【R2じょー×R2じょー】,/watch?v=H_PDwgOWPow,180.0,R2じょー,565.0,8か月前
【ASMR / 音フェチ】キャベツを食べる音 / Eating sound -,,,,,
Cabbage-【咀嚼音 / バイノーラル】,/watch?v=-D8ynRStZGc,181.0,R2じょー,565.0,8か月前
【歌ってみた】スペシャルガール【R2じょー＆うぉもる】,/watch?v=AlCanROyN5Q,399.0,R2じょー,565.0,8か月前
