title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
混ぜて冷やすだけ！基本の生チョコの作り方（塩チョコなど） / Royce Style Chocolate (Nama Chocolate) | Oyatsu Lab.,/watch?v=KsWoCYRYtqY,443,Oyatsu Lab. [おやつラボ],22400,,5066,9
【雲パンがさらに美味しく】カスタードクリーム雲パンの作り方 発酵不要 / 小麦粉なし / TikTok Cloud Bread Vanilla Custard Cream | Oyatsu Lab.,/watch?v=7ZZ71KnFBwA,1923,Oyatsu Lab. [おやつラボ],22400,,5066,38
【フライパンで！】超簡単 雲パンの作り方 材料3つ / [3 ingredients] Fluffy Cloud Bread | Oyatsu Lab.,/watch?v=MKnutClsAps,11809,Oyatsu Lab. [おやつラボ],22400,,5066,233
"混ぜるだけ！濃厚レアチーズケーキの作り方 / No-bake Cheesecake (no-oven, eggless) | Oyatsu Lab.",/watch?v=lRBiYtICh7E,1118,Oyatsu Lab. [おやつラボ],22400,,5066,22
【ホットケーキミックス】ミルクレープの作り方 / Crepe Cake (Pancake mix) | Oyatsu Lab.,/watch?v=4loEP8YKE50,1189,Oyatsu Lab. [おやつラボ],22400,,5066,23
夏にぴったり！冷たいドリンク4選 (レモネードほか3つ） / Easy Drink Recipe [4 Recipes]| Oyatsu Lab.,/watch?v=JSaXICNQt4k,883,Oyatsu Lab. [おやつラボ],22400,,5066,17
混ぜて冷やすだけ！シャインマスカットのパンナコッタの作り方 / Shine Muscat Panna Cotta  | Oyatsu Lab.,/watch?v=Gix87pb9XuI,1270,Oyatsu Lab. [おやつラボ],22400,,5066,25
電子レンジで簡単！チーズケーキ(クリームチーズ不要 生クリームなし) / [Easy Recipe] Microwave Cheesecake | Oyatsu Lab.,/watch?v=6XamjCJWhtA,1802,Oyatsu Lab. [おやつラボ],22400,,5066,36
簡単！濃厚ベイクドチーズケーキの作り方 / Super Rich Baked Cheesecake | Oyatsu Lab.,/watch?v=9k2G_j2IrMM,2753,Oyatsu Lab. [おやつラボ],22400,,5066,54
レモンタルトの作り方 / Lemon Tart Recipe | Oyatsu Lab.,/watch?v=-d5mNOe3hGo,1537,Oyatsu Lab. [おやつラボ],22400,,5066,30
【低糖質】ココナッツメレンゲクッキー / [Keto Recipe] Coconut Meringue Cookies (Low carb) | Oyatsu Lab.,/watch?v=5Vqh0A6bVNo,520,Oyatsu Lab. [おやつラボ],22400,,5066,10
