title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
たくあんといぶりがっこの咀嚼音🎵 ASMR/Binaural Biting Japanese Pickles🎵,/watch?v=8USc-gNprvc,97,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,10
とうもろこしの咀嚼音🌽🎵 ASMR/Binaural Biting Sounds of Corn🌽🎵,/watch?v=ocefaXAMg8I,253,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,27
フルーツを味わう🎵 ASMR/Binaural Eating Fresh Fruits🎵,/watch?v=J6TLGlucJuY,175,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,18
"USJグッズ詰め合わせセット開封動画🎵 Unboxing/Binaural Unboxing Harry Potter Goods from ""Universal Studios Japan""🎵",/watch?v=MEyEVPR3IiQ,436,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,46
"柿の種の咀嚼音🎵 ASMR/Binaural Crunchy Bite with ""Kaki no Tane""🎵",/watch?v=lOCwq9NFkbw,131,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,14
"東京スカイツリーのお菓子を味わう🎵 ASMR/Binaural Eating Sweets from ""Tokyo Sky Tree""🎵",/watch?v=2M_sPO_NRFc,158,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,17
ねこのお菓子を食べる🐾 ASMR/Binaural Eating Cat Sweets🐾,/watch?v=MIliOagOivo,125,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,13
"じゃがりこ食べ比べ🎵 ASMR/Binaural Tasting ""Jagarico"" Potato Snacks🎵",/watch?v=9uveXQzEeFE,153,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,16
スライムでぬるぬる🎵ローション第九弾! ASMR/Binaural Slimy & Slippery🎵 Lotion pt.9!,/watch?v=KyRkU0sCXqs,259,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,27
"「キッズおもいっきりパック」を食べる🎵 ASMR/Binaural Eating ""Kids Overcharged Pack"" Penny Candies🎵",/watch?v=SAwQWGMit0o,221,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,23
野菜のお菓子を食べる🎵 ASMR/Binaural Eating Vegetable Snacks🎵,/watch?v=VliagZngQas,184,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,19
パチパチパニックで大パニック!? ASMR/Binaural  Popping Candy Panic?!,/watch?v=3aLFm7eo2jY,301,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,32
ぷるん石鹸であわあわ♪ローション第八弾! ASMR/Binaural Very Soapy Jiggly Soap! :Playing with Lotion pt.8,/watch?v=5vsFbgiWTv8,492,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,52
"東京スカイツリーのお菓子を味わう  ASMR/Binaural  Eating Sweets from ""Tokyo Sky Tree""",/watch?v=RaJfqXi9VVQ,169,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,18
お菓子詰め合わせ♪ ASMR/Binaural A bag of Penny Candies!,/watch?v=DfKHZlCcosI,255,あやめ春夏とあやめいと -Haruka Ayame &amp; Her Aya-M,1550,,950,27
