title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
ASMR CREPE CAKE PLATTER (SOFT SQUISHY EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=kiyPfU9TB6g,134000,SAS-ASMR,8790000,作成者:16時間前,521719,26
ASMR CHEESY CORN DOG + MCDONALDS CHICKEN NUGGETS + CHEESE SAUCE (EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=wX2n5t7EnEk,306355,SAS-ASMR,8790000,作成者:1日前,521719,59
ASMR WHOLE SQUID SPICY PAPAYA SALAD + FRESH VEGGIES (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=_C2qB0oMD-Q,438708,SAS-ASMR,8790000,作成者:3日前,521719,84
ASMR 8lb LOBSTER CLAW + SAUSAGE + SEAFOOD CHEESE SAUCE (EATING SOUND MUKBANG) NO TALKING | SAS-ASMR,/watch?v=ECGo9t9YY-0,402399,SAS-ASMR,8790000,作成者:4日前,521719,77
ASMR CHEESY SPICY NOODLE 8lb LOBSTER TAIL ENOKI OYSTER MUSHROOM (EATING SOUND)NO TALKING | SAS-ASMR,/watch?v=iFnxyfdo520,571369,SAS-ASMR,8790000,作成者:5日前,521719,110
ASMR PILLOW MOUSSE CAKE (EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=Sj0tPyFAWvg,359472,SAS-ASMR,8790000,作成者:6日前,521719,69
ASMR CRISPY DUMPLING DROPS PORK SHRIMP CHIVES VEGAN (SOFT CRUNCH EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=OwgmIFjSTeY,396048,SAS-ASMR,8790000,作成者:1週間前,521719,76
ASMR SPOT PRAWNS EGG CORN SPICY SEAFOOD SAUCE (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=rqU5pornBUw,383512,SAS-ASMR,8790000,作成者:1週間前,521719,74
ASMR T-BONE STEAK + PORTOBELLO MUSHROOMS CORN MANGO RASPBERRY (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=4BNo1W7pVbg,319939,SAS-ASMR,8790000,作成者:1週間前,521719,61
ASMR SALMON SASHIMI SLAB FIRE SAUCE SPICY MAYO MANGO CREPE CAKE (EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=5bE-gbdbVeE,688367,SAS-ASMR,8790000,作成者:1週間前,521719,132
ASMR KYOHO GRAPE PEACH MANGO JELLY + NOODLE CHEESE JELLO (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=wuV9paBLXRE,336210,SAS-ASMR,8790000,作成者:1週間前,521719,64
ASMR CHICKEN BURRITO TAQUITOS TACOS CHURROS *MEXICAN FOOD FEAST (EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=kR2zATIFRqk,388873,SAS-ASMR,8790000,作成者:1週間前,521719,75
ASMR FRIED CHICKEN + CHEESE SAUCE (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=IAC4k6F7SME,383046,SAS-ASMR,8790000,作成者:1週間前,521719,73
ASMR SPICY NOODLES WITH OCTOPUS AND EGGS *SIMPLY DELICIOUS (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=rm30EtwyAAE,584279,SAS-ASMR,8790000,作成者:2週間前,521719,112
ASMR GLAZED BLACK RED HEART MOUSSE CAKE + STRAWBERRY CHEERY WHIPPED CREAM (EATING SOUND) | SAS-ASMR,/watch?v=1FmURGvnOjA,470300,SAS-ASMR,8790000,作成者:2週間前,521719,90
ASMR ETHIOPIAN FOOD INJERA + KILWA + BURSEN TUMTUMO HAMLI ZEBHI (EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=WRWKf2hsI4o,295565,SAS-ASMR,8790000,作成者:2週間前,521719,57
ASMR CLEAR NOODLE + OCTOPUS CUTTLEFISH ENOKI OYSTER MUSHROOM ( EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=dnmuGUiCUvQ,405924,SAS-ASMR,8790000,作成者:2週間前,521719,78
ASMR FRESH OYSTERS + FRIED ONION RINGS + SUSHI ROLL (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=ShgO3qo2IHk,404317,SAS-ASMR,8790000,作成者:2週間前,521719,77
ASMR TANDOORI LAMB + SAMOSA + MASALA CURRY + NAAN BREAD (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=vNo7814S3Kg,372604,SAS-ASMR,8790000,作成者:2週間前,521719,71
ASMR CHEESY CORN DOGS + SPICY NOODLES CHEESE BALLS CHEESE SAUCE (EATING SOUND) | SAS-ASMR,/watch?v=nSY55DeGIY4,630222,SAS-ASMR,8790000,作成者:3週間前,521719,121
ASMR NERD ROPE AIRHEADS STARBURST GUMMY JOLLY RANCHER TROLLI (EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=k9LhTSjxqVM,522659,SAS-ASMR,8790000,作成者:3週間前,521719,100
ASMR SALMON SASHIMI SLAB FIRE MAYO SAUCE + MOCHI CREAM DESSERT (EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=1r1Fct3IX0s,1237123,SAS-ASMR,8790000,作成者:3週間前,521719,237
ASMR SEAFOOD BOIL *KING CRAB SAUSAGE SHRIMP MUSSEL CHEESE SAUCE (EATING SOUND) NO TALKING | SAS-ASMR,/watch?v=gpCh4tmoX4E,941716,SAS-ASMR,8790000,作成者:3週間前,521719,181
ASMR CREAMY MOZZARELLA SHRIMP BROCCOLI SAUSAGE RICE CAKE (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=bkrMkmzMVMM,641875,SAS-ASMR,8790000,作成者:3週間前,521719,123
ASMR MAGNUM CHOCOLATE ICE CREAM + MOCHI CHOCO PIE + MALTESERS (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=iB2WiAnkTeM,535280,SAS-ASMR,8790000,作成者:3週間前,521719,103
ASMR MOZZARELLA CHEESE CORNDOGS OYSTER MUSHROOM ENOKI MUSHROOM (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=snYQwUlM0gU,722880,SAS-ASMR,8790000,作成者:3週間前,521719,139
ASMR SPICY NOODLE ROLL *BLACKBEAN CHEESY SAMYANG NOODLES ENOKI (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=U8NSzeA2vqo,630487,SAS-ASMR,8790000,作成者:4週間前,521719,121
ASMR SUSHI PLATTER FEAST (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=9wJ4gTcRdrU,969943,SAS-ASMR,8790000,作成者:4週間前,521719,186
ASMR MOUSSE CAKE CHEESE CAKE (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=fkxHO7Qm3T0,426822,SAS-ASMR,8790000,作成者:1か月前,521719,82
ASMR CHEESY SAMYANG SPICY NOODLES + SOFT BOIL EGGS (EATING SOUNDS) NO TALKING | SAS-ASMR,/watch?v=dQIbnR2hMCY,751266,SAS-ASMR,8790000,作成者:1か月前,521719,144
