title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
Card Change Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=l3yj6bcIOzw,206,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,101
カードチェンジマジック＆かっこいいカードショット飛ばし！,/watch?v=VCv70VXj0UU,115,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,56
お札の面白い折り方を簡単にマジックでやっちゃいます！,/watch?v=MIW7LG8Wjp8,200,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,98
Number Trick Card Magic Tutorial & ASMRtist Voice♪,/watch?v=DENGIxzTIKA,152,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,75
簡単数字トランプマジック！数字トリックを使った初心者にも上級者にもおすすめのトランプマジック！,/watch?v=NYhZKPQ6b0E,129,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,63
コラーゲン入り鶏皮ラーメンを家でおいしく作る方法！スープは絶品！,/watch?v=QzoK3I4IaIg,171,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,84
Triumph Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=csw3ylRTBFU,192,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,94
トライアンフとサンドイッチ カードマジックを組み合わせた、発想の凄いカードマジック！,/watch?v=r96BOmW3lM8,141,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,69
宅配便受け取りでコロナ感染を防ぐのにおすすめな荷物受け取り＆発送のできるPUDOステーション使い方！,/watch?v=G-m8Zd-Q23U,114,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,56
Chicago Opener Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=hFcc34myZ2c,146,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,72
裏色変化系！シカゴオープナー・カードマジック！（アレンジ）,/watch?v=Zx18gDsL5Hk,127,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,62
上級者向けトランプマジック コレクター！,/watch?v=ujc3WrgvJuQ,162,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,79
Card Magic Collector Trick Tutorial & ASMRtist Voice♪,/watch?v=ZgmHdjrO5EU,133,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,65
ファンカード トランプマジック！カードマニピュレーション♪ステージマジック用品でおすすめ！,/watch?v=e1AyCDNz3Ao,217,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,106
Ambitious Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=6SlNR3yWhy0,253,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,124
錯覚トリックとアンビシャスカードを融合させたカードマジック！,/watch?v=PlMX6xjmDQ8,191,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,94
Card Change Magic Trick Revealed & ASMRtist Voice♪,/watch?v=g6IdR-w_Vlc,164,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,80
超マニアックなカードチェンジマジックテクニック＆4枚のカード出しテクニック！,/watch?v=B-LfLuGK9-M,153,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,75
このサンドイッチカードマジックは、商品化してもおかしくありません！,/watch?v=8Zm9esMMq_I,190,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,93
カードマジック テクニックの基本、フォース マジックテクニックが練習要らずで出来る！,/watch?v=tah1QikFYzg,169,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,83
テレワークやライブ配信のLED照明器具として、スマホ用リングライトが人気！,/watch?v=_vF7f6Md2vo,130,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,64
False Cut Card Trick Tutorial  & ASMRtist Voice♪,/watch?v=Il2McO5MST0,188,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,92
実践向きのカードマジック テクニック・フォールスカット！立ってできる！,/watch?v=JOqfUqUJUtQ,137,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,67
テンヨーマジック おすすめグッズが、ビリーズマジックショップで手に入ります！,/watch?v=0jMaoZhM_mc,238,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,117
新時代のトライアンフ カードマジックを見逃すな！,/watch?v=GhVc3-HkDNI,285,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,140
クインテットボックス！コインの瞬間移動マジック！初心者にも上級者にもおすすめのザ・マジック3号！,/watch?v=3W4NpR8qK9A,240,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,118
新宿の手品コーナーがお勧めな理由は、カードマジックに使うトランプのサンプルがあることです！実際に触れます！（トランプレビュー）,/watch?v=xrcc_l22Amo,446,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,219
シールの瞬間移動カードマジック！,/watch?v=tIPa7t7lVbk,293,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,144
Card Magic Collector Trick Revealed & ASMRtist Voice♪,/watch?v=CHGofFkqXHk,255,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,125
上級者向けのトランプマジック コレクターのやり方！,/watch?v=X2uRe5K0lIE,178,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,87
子供や初心者におすすめの簡単トランプ マジックやり方！,/watch?v=_zQ2WGwpfkA,196,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,96
Teleportation Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=uhG-uGzzoEI,234,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,115
もの凄く使えるカードマジック テクニック必見の瞬間移動カードマジック！,/watch?v=eAKJZbctjIA,155,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,76
Card Change Magic Techniques Tutorial & ASMRtist Voice♪,/watch?v=PpqKNd4rFYg,237,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,116
カードチェンジマジックテクニック満載の探偵カード！,/watch?v=GixwyGGYJAs,142,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,70
【レジ袋有料化対策】レジ袋代わりのゴミ袋には、これがおすすめ！ゴミ袋問題点はこれで解決！？,/watch?v=VY2ooNut61s,220,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,108
Card Change Magic Tutorial & ASMRtist Voice♪,/watch?v=tufT9qVg1AQ,218,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,107
スリーカードチェンジ ワイルドカードマジック！,/watch?v=r-o-QdR2H2k,162,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,79
エッグ・バッグの質感が神＆Jr.TAICHIタイチ＆キッズHINATAヒナタを応援！ザ・マジック35号,/watch?v=s00m4WQKyuI,171,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,84
Card Control Technique Magic Tutorial & ASMRtist Voice♪,/watch?v=y9WwmEZVjwM,202,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,99
錯覚カードコントロールテクニック！この技法はおすすめ！,/watch?v=3-ypr6v05GA,147,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,72
ダイソーの人気おもちゃ3Dパズルが、 知育玩具としても使えて、完成度も高いんです！,/watch?v=A0vrelaE8d8,283,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,139
プレゼント企画当選者発表＆次回のプレ企画お知らせ。,/watch?v=kg3RPBkb2qo,123,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,60
Card Change Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=fIHYOwMM3qY,204,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,100
この素晴らしいカードマジック テクニックとカード飛行マジック現象をお楽しみ下し♪技法解説あり！,/watch?v=oivcZJKbLsw,151,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,74
インスタントラーメンを3倍美味しくする人気のアレンジ方法！,/watch?v=QY7nYaj47zQ,194,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,95
Card Momentary Movement Magic Trick Revealed & ASMRtist Voice♪,/watch?v=VzapvOY67RI,172,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,84
発想が爆発した瞬間移動カードマジック！,/watch?v=ZkIsTQt0Uns,166,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,81
Card Magic Trick Technique Revealed & ASMRtist Voice♪,/watch?v=DpRPkTRsBQQ,192,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,94
練習しがいのあるカードマジック テクニック（技法）！,/watch?v=Ac5iMLSH3n4,115,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,56
韓国の屋台の食べ物・チーズ豚肉キムチ巻きのアレンジグルメ料理！,/watch?v=0NADVeR1UuM,141,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,69
Pair Card Magic Trick Revealed & ASMRtist Voice♪,/watch?v=7OYn3l3_f2M,177,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,87
おすすめの簡単トランプマジックやり方！簡単に不思議な手品したい人は必見！,/watch?v=iV7PcoCz5Tg,154,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,75
ある意味魔法の豚骨インスタントラーメン アレンジレシピ♪,/watch?v=XnO38SkImC0,185,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,91
Down Under Card Trick Magic Revealed & ASMRtist Voice♪,/watch?v=aIq6_SLayqQ,223,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,109
セルフワーキング カードマジック！古典トリックの名作を駆使した「ダウンアンダー」！,/watch?v=Tzf87wXaR_M,200,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,98
Card Change Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=U4MFSbT9Vys,248,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,122
画期的なカラーチェンジングマジックテクニック！,/watch?v=kSOha_tdH38,164,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,80
防災バッグやアウトドアに常備必須の人気マルチツールが100均グッズで売っていた！バックの中身に最低限必要なものだと思います！,/watch?v=iI3D9akbdIo,346,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,170
Packet Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=kDW7Vz-5rnM,181,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,89
カラーチェンジマジックとパケットカードマジックを組み合わせて、カラーチェンジの先を行く2段オチのカードマジック！,/watch?v=ub_kL-_yCwA,168,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,82
収納グッズの缶ストッカーが、100均・ダイソーで売っていて使ってみたら、かなり優秀だった！,/watch?v=fcE_mHn4f58,259,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,127
Number Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=onFbwg-6kSo,185,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,91
数字トリックを使った、簡単トランプマジック！初心者や上級者のオープニングにおすすめ！やり方。,/watch?v=c3eudTO6yeY,187,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,92
人気の韓国の肉じゃが「カルビチム（豚肉）」 レシピ付き。,/watch?v=Ok7AdEHcavA,132,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,65
Bill Change Magic Trick Revealed & ASMRtist Voice♪,/watch?v=1CzzksOg2SA,336,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,165
お札変化マジック！簡単に出来る最大限のインパクトのビルチェンジマジック！,/watch?v=MRFaz5r-kh8,278,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,136
韓国の人気屋台料理！卵パンベーコン レシピ♪,/watch?v=qp2Cr7-_kPY,205,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,100
オイル＆ウォーターにプリマベーラ MＩO氏が本気で驚く！ザ・マジック34号/話題のマジックバー紹介もあります。,/watch?v=ARgnzund2qs,232,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,114
ダイソーのおすすめフライパンが実は凄い！,/watch?v=BwUboGlPNnk,264,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,129
Instant Move Misdirection Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=bwqFfo3aFRY,441,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,216
ミスディレクション魔法を体験できるセルフワーキングマジックトリック！カード瞬間移動やり方！,/watch?v=50-IXwhgg_k,258,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,126
ドンキの人気流しそうめん スライダーとグリルプレートとおすすめハンディ扇風機！,/watch?v=J1z3m6Kb4Ss,202,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,99
Card Vanish Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=HC7_H3a9FfA,263,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,129
カード消失（カードバニッシュ）の最も自然で賢い方法！,/watch?v=-BoPyLy6JOE,163,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,80
インスタントラーメンチャルメラ豚骨醤油を簡単アレンジ美味しくする方法♪ベジポタ ラーメン風,/watch?v=vRfHBvwQqeo,179,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,88
Easy Card Magic Trick Revealed & ASMRtist Voice♪,/watch?v=VjnMk1tJxE8,276,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,135
トランプマジック初心者にも上級者にもおすすめの、錯覚トリック簡単トランプマジックやり方！,/watch?v=uGescqhCNNc,192,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,94
Oil & Water Card Magic Trick & ASMRtist Voice♪,/watch?v=D8uCWsjNtp8,271,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,133
オイルアンドウォーター カードマジック!意表を突くオイル＆ウォーターです！,/watch?v=pfAvGRCUMZY,187,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,92
TikTokの#時を戻そう。で、大人気チャレンジにマジシャが参戦！こんな使い方してみた！,/watch?v=xgc-zyAf5sI,160,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,78
こんな、サンドイッチカードマジック見たことある？,/watch?v=oG4KbHUnq9k,198,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,97
ドンキおすすめの安い人気コンパクト扇風機＆サーキュレーター、窓用エアコン、冷風扇風機夏家電！,/watch?v=x0Si3VdvlaU,510,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,250
Card Control Magic Technique Tutorial & ASMRtist Voice♪,/watch?v=Q5iyI5qug_A,257,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,126
超重要カードマジック コントロールテクニック！,/watch?v=j94GfEC28KE,200,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,98
「サイズ・サプライズ マジック」は、何が起こるかわからない！＆魂の筆：メイガス著：ロベール=ウーダン①ザ・マジック33号,/watch?v=U-MdD0jByHM,217,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,106
みんな大好きテンヨーマジックグッズの超能力ダイスが登場のザマジック デアゴスティーニ32号！,/watch?v=fh_md6UthOk,293,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,144
MissDirection Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=byjtsDZCLwg,203,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,100
強烈なミスディレクションと心理学ミスコールのトライアンフ カードマジックの説得力を実感してください！やり方あります！,/watch?v=Gba9eoqFA4w,162,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,79
ダイソーの300円の枕が、安物買いの銭失いとは言わせないレベルのおすすめ商品だった！,/watch?v=s9xN5FsAT3M,367,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,180
Triumph Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=2f6yjRPwBsM,265,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,130
このトライアンフ カードマジックは、裏の裏を行く良い意味で期待を裏切ります！,/watch?v=yV8vO_AjqaM,152,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,75
Elevator Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=4UMsyZFewHk,205,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,100
エレベーターカードマジックのやり方！,/watch?v=udU6eI0-az8,215,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,105
絶対買い！結露しないグラス！ステンレスタンブラーは、ダイソーがおすすめ！,/watch?v=2gV2msoo0yE,849,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,416
Self-Working Card Magic Trick & ASMRtist Voice♪,/watch?v=Xw0wBlsmqrA,193,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,95
このセルフワーキングマジックトリックを見逃さないでください！,/watch?v=HULCf70hLfc,210,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,103
Ambitious Card Trick Tutorial & ASMRtist Voice♪,/watch?v=6B8QzpLcI9g,275,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,16700,,204,135
