title,url,view,channel_name,channel_subscriber,create_stamp
【ASMR】じゅわじゅわ癖になる音💓こんにゃくパフマッサージ｜Ear Massage,/watch?v=yfuTVEJe-RI,,ASMR - Kanon Hoshizono ,5550000,
🔴【ASMR】吐息・心音・囁き/添い寝して赤ちゃんを寝かしつける👶ママRP｜Japanese Whispering,/watch?v=9yq_8f1PJu0,2619.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】囁きながら炭酸泡で優しくシャンプー＆タオルでふきふきマッサージ｜Japanese Whispering,Soda Shampoo,Towel Massage",/watch?v=OIMAiWpbfpw,7829.0,ASMR - Kanon Hoshizono ,5550000,
【ASMR】パチパチぼこぼこ眠くなる炭酸入浴剤の音(No Talking)｜ Bath Bomb Sound,/watch?v=UfEngmHw9Wo,6629.0,ASMR - Kanon Hoshizono ,5550000,
"【咀嚼音ASMR】飴を舐める音｜Lollipop eating,Eating Sounds,Mouth Sounds",/watch?v=-tjTsEyYuCU,25732.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】#ぺろかの 2人で両耳責め💓囁き・梵天耳かき・心音｜Japanese Whispering,Ear Cleaning",/watch?v=FT6-bIOO7ms,11828.0,ASMR - Kanon Hoshizono ,5550000,
【ASMR機材紹介】2000円台でステレオ収録する方法(バイノーラル),/watch?v=8WmuPVf3ANM,14746.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】オイルマッサージ、耳塞ぎしながら囁き雑談【㊗登録者5万人記念】｜Oil Ear Massage,Ear Cupping ,Japanese Whispering",/watch?v=rhCVHmfqDQ0,21269.0,ASMR - Kanon Hoshizono ,5550000,
【ASMR】彼女の膝枕と強めの竹耳かき(お腹の音多め)｜Ear Cleaning,/watch?v=a6fwdRfYoeE,52216.0,ASMR - Kanon Hoshizono ,5550000,
"【生放送切り抜き】8分でわかる #かのらい ASMRコラボ🏩💗｜Live Broadcast Clippings,Ear Cleaning,Japanese Whispering",/watch?v=hfYDDc1RYi8,15181.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】#かのらい 2人で両側から同時に囁きと耳かき｜Ear Cleaning,Triggers For Sleep,Japanese Whispering",/watch?v=PfGGFAbwLS8,269023.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】囁きと綿棒と竹耳かき(⚠️PCノイズ、音切れ)｜Ear Cleaning,Triggers For Sleep,Japanese Whispering",/watch?v=IxnJVvMEK78,38706.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】囁きながら色々な種類の耳かき(ブラシ系多め)｜Ear Cleaning,Triggers For Sleep,Japanese Whispering",/watch?v=-rYsJ7gSNRc,31613.0,ASMR - Kanon Hoshizono ,5550000,
【ASMR】囁きながらTENGAこねたり分解したり｜Japanese Whispering,/watch?v=G6iyRDOyRpM,366690.0,ASMR - Kanon Hoshizono ,5550000,
"【ASMR】ぺたぺた眠くなる耳タッピング｜Ear Tapping Sounds,Sleepy Triggers",/watch?v=J7_ykaLtDMY,55594.0,ASMR - Kanon Hoshizono ,5550000,
"【咀嚼音】囁きながらマシュマロ食べたけど色々失敗｜Eating Sounds,Japanese Whispering,ASMR",/watch?v=KHKcTMExaQ0,21940.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】布団の中で心音と囁き💓リアルな添い寝｜Triggers For Sleep,Japanese Whispering",/watch?v=rf0UpH0duyQ,37385.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】3万人ありがとう💓囁き雑談しながら梵天耳かき｜Ear Cleaning,Japanese Whispering",/watch?v=bS68FruzR68,24351.0,ASMR - Kanon Hoshizono ,5550000,
【ASMR】オイルマッサージで眠くなって｜Oil Ear Massage,/watch?v=I1pD6wDDjWo,44666.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】耳を触りながら囁き雑談(オイルマッサージ多め)｜Oil Ear  Massage,Japanese Whispering",/watch?v=CkaVBXBlG6c,133697.0,ASMR - Kanon Hoshizono ,5550000,
"🔴【ASMR】囁きながらワセリンマッサージ＆タオルマッサージ｜ Ear Massage,Japanese Whispering",/watch?v=x4MF95gwxhw,74833.0,ASMR - Kanon Hoshizono ,5550000,
【ASMR】ごそごそ眠くなる梵天耳かき｜Ear Cleaning,/watch?v=B-FOsUC3Iyw,488524.0,ASMR - Kanon Hoshizono ,5550000,
"【ASMR】心音と呼吸音(生活音多め)｜Heart sounds,Breathing sound",/watch?v=Q2bzMc2IFNI,404937.0,ASMR - Kanon Hoshizono ,5550000,
"【ASMR】囁き声でなでなでこちょこちょオノマトペ｜Japanese Trigger Words,Whispering",/watch?v=32MEnX8JagE,51957.0,ASMR - Kanon Hoshizono ,5550000,
【ASMR】囁き声とTENGA SPINNER｜Japanese Whispering,/watch?v=mpXaUW2hXCo,726769.0,ASMR - Kanon Hoshizono ,5550000,
【ASMR】炭酸泡で優しくシャンプーマッサージ🧼｜Relaxing Shampoo and Massage(No Talking),/watch?v=L_Gu5fYxBkg,44279.0,ASMR - Kanon Hoshizono ,5550000,
【男性向け】放課後に居眠りしてたら後輩に悪戯されてしまうシチュエーションボイス【ASMR】,/watch?v=Q9Y1MZAMYDA,16563.0,ASMR - Kanon Hoshizono ,5550000,
再UP【男性向け】クリスマスに残業して帰宅したら年下彼女がコスプレして待っててくれたシチュエーションボイス🎅【癒し】,/watch?v=tSb8dCpdzso,12098.0,ASMR - Kanon Hoshizono ,5550000,
再UP【癒し】年上お姉さんが甘えさせてくれるシチュエーションボイス【ASMR】,/watch?v=hNvY9nip_a0,10566.0,ASMR - Kanon Hoshizono ,5550000,
再UP【ASMR】家に帰るとヤンデレ妹が出迎えてくれるシチュエーションボイス,/watch?v=2JnBktHHMLU,6011.0,ASMR - Kanon Hoshizono ,5550000,
再UP【ASMR】朝起きたら布団の中に妹がいるシチュエーションボイス,/watch?v=3-60Z7JzCQU,7221.0,ASMR - Kanon Hoshizono ,5550000,
再UP【ASMR】お兄ちゃん大好きな妹が耳かきしてくれるシチュエーションボイス【下手すぎ注意…】,/watch?v=KMV68XIshOw,12415.0,ASMR - Kanon Hoshizono ,5550000,
再UP 足つぼマットふみふみ👣,/watch?v=kM5SdbTmG0U,26754.0,ASMR - Kanon Hoshizono ,5550000,
再UP【ASMR】㊗収益化！哺乳瓶でミルク飲む🍼【妹Vtuber】,/watch?v=YfTKSRMHlzA,29306.0,ASMR - Kanon Hoshizono ,5550000,
