channel_url,channel_name,scrape_at,channel_country,channel_subscriber,mean_view,channel_create_at,all_video_views,instagram,twitter,blog
/channel/UC0jrzzriO0lfS8_FtP_w-yQ,ASMR RION,2020/08/14,,,17863.0,,,,,
/channel/UCnHSi0oe3V_iH_XuaFRYi_A,NATAPONなたぽん,2020/08/14,,,225704.0,,,,,
/channel/UCYQ-KobYn4cxCB2T_n05zEw,コロコロチキチキペッパーズの『よろチキチャンネル』,2020/08/16,,,,,,,,
/channel/UCSPkmZyeHlDNE-6YMSg5Fbg,しなこ Shinako / ASMR,2020/08/16,,,,,,,,
/channel/UCVrJcoR8hUN9Rn7uPI4z6NQ,神楽ひなこ,2020/08/16,,,,,,,,
/channel/UCK55Bpht6fHaAybg32khEnQ,児嶋だよ!,2020/08/16,,,,,,,,
/channel/UCxtLc0Jqq3SKBWlIXM_OC9g,Hongyu ASMR 홍유,2020/08/16,,,,,,,,
/channel/UCJDDUcBtJYT1yRX9pR4Q0ug,Aejeong ASMR 애정,2020/08/16,,,,,,,,
/channel/UCsYwtFvsN64AEBYX2DYO5hQ,バウンス チャンネル/BOUNCE Channel,2020/08/16,,,,,,,,
/channel/UCtTeFXMb0xBbAiQFXMGgqDw,つくるたべるハナメ,2020/08/16,,,,,,,,
/channel/UChTbiohCxGzvDvSA_u8C8zw,みるきークッキング,2020/08/16,,,,,,,,
/user/landotaka,landotaka,2020/08/16,,,,,,,,
/channel/UCUUER8-dMggn42INp4Bejvw,可愛い猫 TV,2020/08/16,,,,,,,,
/channel/UCg7xkCKcxA84xSTGgtF9ySA,JaeYeol ASMR 재열,2020/08/16,,,,,,,,
/channel/UCATC7a3C7maWUe_uymIoq-g,CYBERJAPAN DANCERS Official,2020/08/16,,,,,,,,
/channel/UCGISU4yWiEf4lB9RzdY8O4w,ZOEY ASMR 조이,2020/08/16,,,,,,,,
/user/biopark,長崎バイオパーク公式,2020/08/16,,,,,,,,
/channel/UCAokbhGpTzRJF-iq4XqvDgg,Abbey ASMR,2020/08/16,,,,,,,,
/channel/UCHi5HD9w9B-gI6Lbx43Rs7A,川口春奈オフィシャル はーちゃんねる,2020/08/16,,,,,,,,
/channel/UCukMSPQL4dQBlbeBXar4J3w,Jimmy ASMR,2020/08/16,,,,,,,,
/channel/UCctt_ahwGjyPYI5THTKrz3g,まなだいありー,2020/08/16,,,,,,,,
/channel/UCEpQ2tdbm29gEvz70rbYlIA,Ryoma ASMR,2020/08/16,,,,,,,,
/channel/UCvrPcj-vRAhxdYVyn05CijQ,MIYU ASMR,2020/08/16,,,,,,,,
/user/3ulove,森崎アリス,2020/08/16,,,,,,,,
/channel/UCdR5inudHSuQ29ck-oq9RbA,Ann Eating Sounds 食べる音アン,2020/08/16,,,,,,,,
/channel/UCA3yVN5KJwIaEB7hvmhA9nw,イノン INON ASMR,2020/08/16,,,,,,,,
/channel/UCgajFPM2PyBuZc8Pr_Xv_rA,ななおのもぐもぐタイム,2020/08/20,,,,,,,,
/channel/UCGKSvg_S_bK4VXt1VBIgXfw,Crazy Food,2020/08/20,,,,,,,,
/channel/UCCO_itOx-wopeBohj5oPkzg,ひまひまチャンネル,2020/08/20,,,,,,,,
/channel/UC3ujQwB1kN9Z0imba6j_PAA,くうねるアムコ,2020/08/20,,,,,,,,
/channel/UCXWv7Qwcr3wMc6oBpJNnBvg,KASUMI ASMR,2020/08/20,,,,,,,,
/channel/UC1ZAKDUc5RA7g84zbMwEpMg,Shin Dialogue,2020/08/20,,,,,,,,
/user/RikoASMR,Asmr Riko,2020/08/20,,,,,,,,
/channel/UCi-arvNv8qCzkXRP__mw78g,Mellawnie ASMR 멜라우니,2020/08/20,,,,,,,,
/channel/UCxmq6jLaShERJzWHne-PxtQ,春雨asmr,2020/08/20,,,,,,,,
/channel/UCEojdIMF62_65_iYQsvF50Q,スイーツちゃんねる あんみつ Sweets Channel Anmitsu,2020/08/20,,,,,,,,
/channel/UCrYAf3q6L3MTVKbBIYvF07A,BM_ ASMR,2020/08/20,,,,,,,,
/channel/UCnBdlBSm61JsWbS7wNBaxzw,LESA ASMR 레사,2020/08/20,,,,,,,,
/channel/UCOqJKLLQcKSdnsokoKTy4nA,しらたまの食事,2020/08/20,,,,,,,,
/channel/UCoLQZ4ZClFqVPCvvjuiUSRA,문복희 Eat with Boki,2020/08/20,,,,,,,,
/channel/UCwsFLjczPWiiWBS9_cdSQIQ,교광TV,2020/08/20,,,,,,,,
/channel/UCWUwriihuQ_ybNrAOqbg3yg,[Dorothy]도로시,2020/08/20,,,,,,,,
/channel/UC-i2ywiuvjvpTy2zW-tXfkw,떵개떵,2020/08/20,,,,,,,,
/channel/UCeftkDFnfUJ3xMiFzRbmx7Q,순이 엄마SUNI MOM,2020/08/20,,,,,,,,
/channel/UCnmGfNYMH4KYjiRHuEA5WPA,LAMI FOOD,2020/08/20,,,,,,,,
/channel/UCSPchc9KHWBvmJF-1uclblQ,POCO ASMR,2020/08/20,,,,,,,,
/channel/UC0ZqpSq-OIpOITZ7U16-Xeg,유디티TV,2020/08/20,,,,,,,,
/channel/UClavnCGwYCt8Msza_CahrLA,クロちゃんの96ちゃんねる official channel,2020/08/20,,,,,,,,
/channel/UCuEjNoAX2s8irqwhauR4Wuw,Paddy Bostock,2020/08/20,,,,,,,,
/channel/UCbzI92w5vWa6mEj1dACfy6g,푸메Fume,2020/08/20,,,,,,,,
/channel/UC8x_GQsqwLvglizV7xRckpw,Togimochi Koreaとぎもち 토기모치,2020/08/20,,,,,,,,
/channel/UCEqQlGbiuheoBwYCC4VV4tA,めるぷち,2020/08/20,,,,,,,,
/channel/UC0elp2101KAxbaAMzInGerA,きりたんぽ,2020/08/20,,,,,,,,
/channel/UCgpq8b6bCzkSLquNQeSE6QQ,Kawanishi Mikiかわにしみき,2020/08/20,,,,,,,,
/channel/UC7pgQKr3zvUwsdSpOuUJBLQ,福山絢水 あやみん,2020/08/20,,,,,,,,
/user/PPOMODOLI,ASMR PPOMO,2020/08/20,,,,,,,,
/channel/UCZ1p4vi4YAlYYDxjMTV2tRw,ゆうちゃみチャンネル,2020/08/20,,,,,,,,
/channel/UCATjmZ4db3og4dsiRbenG5A,メイプル超合金安藤なつ,2020/08/20,,,,,,,,
/channel/UCVP_Fma2_-BEKWYc79JVQDw,ロシアン佐藤『おなかがすいたらMONSTER!』,2020/08/20,,,,,,,,
/channel/UCNez7hv02fo1Zkq1qcGaFCg,れいたぴるーむ,2020/08/20,,,,,,,,
/channel/UCRPGvS02AnqD1qZrZOdRY4g,なえなの,2020/08/20,,,,,,,,
