turn_id,title,video_url,view,channel_url,channel_name,video_length,create_stamp,queriy,scrape_at,channel_country,channel_subscriber,mean_view,create_at,tag,description,like,dislike
1,"【ASMR】青色のスイーツの咀嚼音🦈💙/【Eating Sounds】BLUE VARIOUS SWEETS,MUKBANG,먹방",watch?v=21pUzPZ8FCY,20979,/channel/UCSPkmZyeHlDNE-6YMSg5Fbg,しなこ Shinako / ASMR,30 分 1 秒,3 か月,asmr 咀嚼音,2020-08-13,,,,2020/08/13,,0:15 ハワイアンスパイシーバーベキュー 2:46 ガーリックシュリンプ 6:09 チーズロコモコ 9:09 ビックマック 13:28 ハワイアンパンケーキ キャラメル&amp;マカダミアナッツ こんにちは！この動画を選んでくれてありがとうございます💖 私は食べるの大好きなみゆです✨ マクドナルドの期間限定商品を食べま...,940.0,18.0
2,【ASMR】サクサク児嶋のフライドチキン咀嚼音【囁き】,/watch?v=4cMbv_MdkAA,599913,/channel/UCK55Bpht6fHaAybg32khEnQ,児嶋だよ!,8 分 1 秒,2 週間,asmr 咀嚼音,2020-08-13,,,,2020/07/28,"アンジャッシュ児嶋,児嶋,児嶋一哉,アンジャッシュ,ASMR,チキン,ヤムニョムチキン,咀嚼音,囁き,ささやき声,サクサク児嶋,さくさく",昔女優の小池里奈さんのYouTubeに出演した際に、ASMRとは何かを教わったそうです。 小池里奈さんは、児嶋さんが考えた挨拶を未だにしてくれているらしいです。 いちご飴食べたそうなので、見てみてください🍓 https://m.youtube.com/watch?v=-9seucSllE4 スタッフ アンジャッシ...,29303.0,503.0
