title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
【モッパン】コッペパン飴食べるニダ🥰,/watch?v=ekjbp_n5q88,1262,Twins りな &amp; りか,16500,,5149,25
【ウーバーイーツ】双子で同時に3品頼んだら何品被るか検証！まさかの結果🤣,/watch?v=ZC_A1PUFIyY,1368,Twins りな &amp; りか,16500,,5149,27
【ドッキリ】双子の妹が突然刺青を入れたらブチギレ,/watch?v=6u25INIxa44,3776,Twins りな &amp; りか,16500,,5149,73
【髪の毛を綺麗にする方法】天パの私たちがサラサラの毛を手に入れた方法,/watch?v=NT_xrzlHsKY,1525,Twins りな &amp; りか,16500,,5149,30
【モッパン 】カラフルGALAXYドーナツ🍩全種類頂く！,/watch?v=VPaBLknlrVA,1486,Twins りな &amp; りか,16500,,5149,29
【モッパン】ケーキラーメン餃子リアルすぎた🥟🍜,/watch?v=eNRfi1_TDbs,1601,Twins りな &amp; りか,16500,,5149,31
【モッパン】マック新商品ベーコンラバーズ食べたよ🤗,/watch?v=HiNbVBWwUmg,2242,Twins りな &amp; りか,16500,,5149,44
【モッパン 】指クッキーを沢山食べたら楽しすぎた,/watch?v=vkmBoHgLB1c,1543,Twins りな &amp; りか,16500,,5149,30
脳みそチーズケーキ爆食で天国モード😇【モッパン 】,/watch?v=mVbSRLW_Xfk,1523,Twins りな &amp; りか,16500,,5149,30
【モッパン】生きたままタコ食べたらハプニング続きだった,/watch?v=0Ssg9VhXFZA,5966,Twins りな &amp; りか,16500,,5149,116
【モッパン】目玉ゼリーを大量に食べたら涼しくなって最高,/watch?v=QQFQOrmMuNg,2630,Twins りな &amp; りか,16500,,5149,51
ラファエル格付けしてみたらまさかのGACKTだった！,/watch?v=JiV-d2K7Xmo,12795,Twins りな &amp; りか,16500,,5149,248
エッグワッフルパフェ作って爆食！天国😇✨✨【モッパン 】,/watch?v=O4SBfeWzWC8,2821,Twins りな &amp; りか,16500,,5149,55
【モッパン】マックの新商品全部食べたら最高すぎた😇,/watch?v=CWzCK-iVtGc,2880,Twins りな &amp; りか,16500,,5149,56
【観覧注意】話題の昆虫食を5種類食べてみたけど激マズだった😇,/watch?v=IrMFoOyAx6U,1681,Twins りな &amp; りか,16500,,5149,33
【3分】朝起きてすぐ出来る痩せるストレッチ,/watch?v=fWyeeU2Zqg8,4360,Twins りな &amp; りか,16500,,5149,85
【モッパン 】巨大チョコレートと巨大ソーセージをモッパン したらなかなかきつかった😇,/watch?v=hTi7nk4zBvs,3989,Twins りな &amp; りか,16500,,5149,77
【モッパン】ピンク色の食べ物たくさん食べたら最高に幸せっ☆,/watch?v=lpRnRsc9zDU,1865,Twins りな &amp; りか,16500,,5149,36
アメリカ版！最新曲に合わせて踊ろう！【PLANK CHALLENGE /プランクチャレンジ/全身痩せ】Doja Cat-LIKE THAT,/watch?v=bHThyu77lBU,3320,Twins りな &amp; りか,16500,,5149,64
【モッパン】全て抹茶！抹茶しばりの大食いが幸せすぎた,/watch?v=ldOVm_LVL1s,4889,Twins りな &amp; りか,16500,,5149,95
【モッパン 】【ASMR】リンゴ飴とチョコバナナを食べる音,/watch?v=PzsEkCeogu0,6166,Twins りな &amp; りか,16500,,5149,120
アメリカ版最新１０キロ痩せるダンス【Hand clap /ハンドクラップ/全身痩せ】Doja Cat-Boss B*tch,/watch?v=vWzZReNXd_M,11608,Twins りな &amp; りか,16500,,5149,225
【大食い】大量のチョコレート菓子とアイス食べたら幸せすぎた【モッパン】,/watch?v=VohEhar72PQ,3853,Twins りな &amp; りか,16500,,5149,75
【-10kg】簡単！私たちが痩せた二の腕神トレ！,/watch?v=lf56I3s64go,2329,Twins りな &amp; りか,16500,,5149,45
【ASMR】【モッパン】超辛カレーライスと唐揚げコロッケチートデイ,/watch?v=oYtBxEVR7k8,3709,Twins りな &amp; りか,16500,,5149,72
【what we eat in a day】 10kg痩せた私たちの食生活　Japanese diet vlog,/watch?v=uRbzDY2Dfzk,1623,Twins りな &amp; りか,16500,,5149,32
what we eat in a day 10kg痩せた私たちの食生活　Japanese diet vlog,/watch?v=Yc0TJqN7SjM,1480,Twins りな &amp; りか,16500,,5149,29
【ASMR】ペヤングやきそば超大盛り✖️揚げ玉とマヨネーズで追いカロリーモッパン【大食い】,/watch?v=YnKdZbjGeug,4514,Twins りな &amp; りか,16500,,5149,88
What we eat in a day 私達双子が1日何を食べたか,/watch?v=NHKkiTriuQI,1699,Twins りな &amp; りか,16500,,5149,33
【ASMR】【モッパン】4種のチーズピザとザクザクチョコシリアルをチートデイで食べまくる,/watch?v=g79WV5e-XY8,4084,Twins りな &amp; りか,16500,,5149,79
【マスクで肌あれ】原因と対策！絶対家庭にあるもの1つで工夫するだけ,/watch?v=ER3yncn-Ow8,857,Twins りな &amp; りか,16500,,5149,17
【ダイエット中これだけは避けろ3選】コンビニで避けるべき３つの食品,/watch?v=i_o_LWI939U,1590,Twins りな &amp; りか,16500,,5149,31
what we eat in a day【私達が1日何を食べたか】体型維持,/watch?v=JFT-YHDP8b8,1144,Twins りな &amp; りか,16500,,5149,22
【朝の5分】簡単！痩せるダイエットストレッチ,/watch?v=ipONjBLsw6c,64807,Twins りな &amp; りか,16500,,5149,1259
スシロー手巻き寿司テイクアウト食べながら配信🍣‼️,/watch?v=LgOGK6AnjKA,2983,Twins りな &amp; りか,16500,,5149,58
【1日10分】初心者にもオススメな脂肪燃焼運動と女性らしいくびれを作る,/watch?v=vH-d5P1cf-s,2604,Twins りな &amp; りか,16500,,5149,51
