title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
[Korea in survive] Reason why we must move out,/watch?v=VNsRbYi1R4U,5,Ash &amp; Sh,,,95,5
[韓国生存記]  我々が引っ越さざるを得ない理由,/watch?v=1u_v53npU1A,10,Ash &amp; Sh,,,95,11
[한국생존기]  우리가 이사할 수 밖에 없는 이유,/watch?v=_f0zGQf4_2k,3,Ash &amp; Sh,,,95,3
[Korea in survive] New house contract day!,/watch?v=Vk4a7ysMAIM,5,Ash &amp; Sh,,,95,5
[한국생존기] 새집 계약 day,/watch?v=3xTJiWF7Hso,2,Ash &amp; Sh,,,95,2
[韓國生存記] 簽房子租約的一天,/watch?v=OL2X_W00opg,14,Ash &amp; Sh,,,95,15
[韓国生存記] 不動産契約の1日,/watch?v=fAP8uWf-Mog,15,Ash &amp; Sh,,,95,16
[アッシュ] 韓国人モッパン 咀嚼音 ASMR [ジャージャー麺と焼き餃子],/watch?v=LRINT90nopo,471,Ash &amp; Sh,,,95,496
[アッシュ] 韓国人モッパン 咀嚼音 ASMR [牛カレー],/watch?v=LMhxDPZMxpE,203,Ash &amp; Sh,,,95,214
[アッシュ] 韓国人モッパン [自家製カレー],/watch?v=tAePg1zvEk0,23,Ash &amp; Sh,,,95,24
[アッシュ] 韓国人モッパン 咀嚼音 ASMR [自家製カレー],/watch?v=3GqYQzHHBCg,226,Ash &amp; Sh,,,95,238
[Ash] 韓国モッパン [蜂蜜チキン],/watch?v=TKQyZKi3cVw,54,Ash &amp; Sh,,,95,57
"[Ash, 韓国モッパン ASMR] 咀嚼音のみ [スンデクック]",/watch?v=7dPRhDbHvMU,200,Ash &amp; Sh,,,95,211
