title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
ゼユクポックム #41::めんつゆで人生一美味いピリ辛豚肉炒め (ft.イワシエキス),/watch?v=Pr-bcvIzemQ,420,YORI : 韓国料理&amp;日常,692,,877,48
チャグリ #40 :: おかずがなくてもこのチゲだけでいい(ft.ジャガイモ＆スパム),/watch?v=vWn8sAe4WQI,229,YORI : 韓国料理&amp;日常,692,,877,26
ワッフルにぎり #39 :: お焦げ食感おにぎり(ft.ツナマヨ＆スパムマヨ),/watch?v=C7bMzCXlCSw,167,YORI : 韓国料理&amp;日常,692,,877,19
ミョルチポックム #38 :: 毎日の食事に欠かせないカルシウム(ft.白子),/watch?v=k-ajVqczmCE,150,YORI : 韓国料理&amp;日常,692,,877,17
LAカルビ #37 :: 田舎の懐かしい味を自宅で再現 (ft.梨ジュース),/watch?v=6Cuv6ZjF4ks,155,YORI : 韓国料理&amp;日常,692,,877,18
チョコチュジャン#36 :: ft.食欲がわくビビン麺,/watch?v=8clKv8NqUD0,255,YORI : 韓国料理&amp;日常,692,,877,29
インスタントフォーの美味しい食べ方,/watch?v=rFhVwg8UpAA,158,YORI : 韓国料理&amp;日常,692,,877,18
ドングランテン#35::韓国伝統料理 (ft.ゴマの葉チヂミ＆青唐辛子チヂミ),/watch?v=U90j4BR2ORU,387,YORI : 韓国料理&amp;日常,692,,877,44
韓国ジャジャン#34 :: 激ウマジャジャンレシピ＆モッパン,/watch?v=0qIlc-SVXQQ,469,YORI : 韓国料理&amp;日常,692,,877,53
サムギョプサルキンパ & プルダック 【モッパン】 咀嚼音 먹방 삼겹살김밥&불닭볶음면,/watch?v=HpjLMEAoB9g,573,YORI : 韓国料理&amp;日常,692,,877,65
チャプチェ#33 ｜ びっくりするような簡単なレシピ,/watch?v=4KvBeb-QNmg,927,YORI : 韓国料理&amp;日常,692,,877,106
チャプチェ【モッパン 】トーク有り MUKBANG talk Japchae Korean stir-fried Noodles 먹방 잡ㅊㅐ,/watch?v=ZvhKdzCNRD0,383,YORI : 韓国料理&amp;日常,692,,877,44
チャンジャおにぎり#32 | ホームパーティーで喜ばれる超簡単フィンガーフード🍙,/watch?v=wKbJUCJwzzQ,417,YORI : 韓国料理&amp;日常,692,,877,48
海鮮ネギチヂミ#31 | 韓国料理屋のレシピ,/watch?v=spakppdyoiQ,350,YORI : 韓国料理&amp;日常,692,,877,40
海鮮ネギチヂミ＋チャンジャおにぎり🍙モッパン【咀嚼音】MUKBANG 먹방,/watch?v=MAYvzPWHAGc,315,YORI : 韓国料理&amp;日常,692,,877,36
韓国定番おかず3品 #30 |お手頃で簡単に作れちゃうおかずを紹介します,/watch?v=1LhfXWoplvM,698,YORI : 韓国料理&amp;日常,692,,877,80
サムギョプサル🐷モッパン 咀嚼音 MUKBANG Pork belly 먹방 ゴマの葉に包んで食べる👍,/watch?v=OdgvnPnOyUw,609,YORI : 韓国料理&amp;日常,692,,877,69
韓国豆腐煮#29｜簡単な2種類の豆腐料理,/watch?v=CQS4iteRixQ,244,YORI : 韓国料理&amp;日常,692,,877,28
MUKBANG モッパン Truffle Oil Chapagetti トリュフオイル チャパゲティ咀嚼音,/watch?v=tXOiRhqEqgc,512,YORI : 韓国料理&amp;日常,692,,877,58
醤油トッポッキ#28｜辛くないから誰でも食べられるトッポッキ,/watch?v=EUu_le3RD-o,539,YORI : 韓国料理&amp;日常,692,,877,61
MUKBANG モッパン 咀嚼音 먹방 2X HOT Chicken Flavor Ramen 激辛プルダックポックンミョン,/watch?v=_RKnEUTA-3w,343,YORI : 韓国料理&amp;日常,692,,877,39
コーラチムタク#27｜ふざけてるみたいでしょう？マジで美味しいです。,/watch?v=z0Z2mxHDESs,394,YORI : 韓国料理&amp;日常,692,,877,45
[ASMR]モッパン 咀嚼音MUKBANG 먹방 김치볶음밥 kimchi fried rice キムチチャーハン,/watch?v=4yvPUcIQ76E,255,YORI : 韓国料理&amp;日常,692,,877,29
タッカンマリ#26 | 寒い冬はタッカンマリで温まってみませんか,/watch?v=1RqyORQrmZo,241,YORI : 韓国料理&amp;日常,692,,877,27
[ASMR]モッパン 咀嚼音MUKBANG 먹방 stir-fried pork belly テンジャンチゲ ジェユクポックム soybean taste stew,/watch?v=Eh5GQ_rrRqw,134,YORI : 韓国料理&amp;日常,692,,877,15
コッチョリ#25｜早くて簡単ですぐに食べれるキムチ,/watch?v=1LzOPhF8ulk,960,YORI : 韓国料理&amp;日常,692,,877,109
土鍋プルゴギ #24 | 子供にも大人気な優しいプルゴギレシピ,/watch?v=vYSnDIdhXBM,141,YORI : 韓国料理&amp;日常,692,,877,16
[ASMR]モッパン MUKBANG 먹방 韓国激辛麺 HOT CHICKEN FLAVOR RAMEN,/watch?v=h6BREsrW1nI,284,YORI : 韓国料理&amp;日常,692,,877,32
Vlog コストコ 買い物 購入品紹介 코스트코 costco,/watch?v=5m3a_JXHPOw,369,YORI : 韓国料理&amp;日常,692,,877,42
[ASMR]モッパン プデチゲ MUKBANG 먹방 budae jjigae Korea eating show,/watch?v=4bs2GmmoUuY,503,YORI : 韓国料理&amp;日常,692,,877,57
スンデ＆豚足炒め#23スンデ炒めに豚足を入れたら膨大な料理が誕生した,/watch?v=9TBtoaum_34,114,YORI : 韓国料理&amp;日常,692,,877,13
プデチゲ#22｜世界で一番簡単で美味いレシピ,/watch?v=en2YXaIOpFo,5703,YORI : 韓国料理&amp;日常,692,,877,650
韓国風魚煮付け#21 | 大根が好きになる黄金レシピ,/watch?v=Oub79S_ThsI,209,YORI : 韓国料理&amp;日常,692,,877,24
納豆辛ラーメン｜旦那のモッパン MUKBANG 먹방 激ウマ　辛ラーメン,/watch?v=Xczs_XJwPnQ,514,YORI : 韓国料理&amp;日常,692,,877,59
卵ギョーザ#20 餃子皮の代わりに卵で餃子,/watch?v=G_0d4Z9Aldg,184,YORI : 韓国料理&amp;日常,692,,877,21
映画パラサイト|ステーキチャパグリモッパン 咀嚼音MUKBANG 먹방 Parasite Chapaguri,/watch?v=4aUQaO4plRg,302,YORI : 韓国料理&amp;日常,692,,877,34
映画[パラサイト]ステーキチャパグリ#19｜[贅沢]サーロインステーキチャパグリ,/watch?v=2XYJr531m78,567,YORI : 韓国料理&amp;日常,692,,877,65
ウニわかめスープ#18｜冷蔵庫に入ってる雲丹を出して今すぐ作ってみましょうw,/watch?v=OsidimJ18Hk,86,YORI : 韓国料理&amp;日常,692,,877,10
カクテキ#17｜本場の味が簡単に出せる4分レシピ,/watch?v=LDSjpvq44BE,2725,YORI : 韓国料理&amp;日常,692,,877,311
【ASMR】旦那のモッパン#06| 먹방 MUKBANG チーズタッカルビ,/watch?v=Px7VnMKcALs,111,YORI : 韓国料理&amp;日常,692,,877,13
チーズタッカルビ #16｜専門店の味を自宅で再現,/watch?v=MRS1rhhafcI,103,YORI : 韓国料理&amp;日常,692,,877,12
【ASMR】旦那のモッパン#05|MUKBANG 豆もやしプルゴギ 콩불 コンプル,/watch?v=PgeWwBwQHPg,122,YORI : 韓国料理&amp;日常,692,,877,14
スンドゥブチゲ#15 | 世界一簡単なスンドゥブレシピ！,/watch?v=yGPnDm-G10U,175,YORI : 韓国料理&amp;日常,692,,877,20
【ASMR】旦那のモッパン#04|MUKBANG スンドゥブチゲ,/watch?v=y-sFUnYUFjs,298,YORI : 韓国料理&amp;日常,692,,877,34
