title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
ASMR 咀嚼音 - Eating sounds | カップ麺 - Noodles,/watch?v=HkexY9IVBkE,3288,ちやん / Chiyan ASMR,7,3年前,664,495
ASMR 咀嚼音 - Eating sounds | スナック菓子 - Snack,/watch?v=zkBrwj0Z7Vo,145,ちやん / Chiyan ASMR,7,3年前,664,22
ASMR 音フェチ | 書く音 - Writing sounds,/watch?v=s8myAVup5qs,54,ちやん / Chiyan ASMR,7,3年前,664,8
ASMR 咀嚼音 - Eating sounds | 飴 - Lolipop,/watch?v=YmMNwAqvCEM,356,ちやん / Chiyan ASMR,7,3年前,664,54
ASMR 咀嚼音 - Eating sounds | 海苔巻き&揚げ物 - Sushi Roll & Fried foods,/watch?v=jDMFf1Qn1bI,62,ちやん / Chiyan ASMR,7,3年前,664,9
ASMR 音フェチ | タイピング音 - Typing on Keyboard,/watch?v=NuPw0YNCiFc,78,ちやん / Chiyan ASMR,7,3年前,664,12
