title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
【咀嚼音】いちごのホールケーキを食べる｜ASMR Whole Cake Decorated with Strawberry【Eating Sounds】,/watch?v=U7yOEXBo9YQ,557,まろーず -&amp;Maros'Tabl,180,,618,90
【咀嚼音】大福を食べる｜ASMR Daifuku (Japanese Sweets)【Eating Sounds】,/watch?v=rbM4pGBD9tQ,525,まろーず -&amp;Maros'Tabl,180,,618,85
【ASMR】パンケーキパイを食べる｜Eating Pancake Pie【咀嚼音】,/watch?v=sLUyGajbxjg,667,まろーず -&amp;Maros'Tabl,180,,618,108
【咀嚼音】チョコレートを食べる｜ASMR Chocolate【Eating Sounds】,/watch?v=9B50sDDoi1A,528,まろーず -&amp;Maros'Tabl,180,,618,85
【咀嚼音】唐揚げのチョコレートソースがけを食べる｜ASMR Japanese Fried Chicken with Chocolate【Eating Sounds】,/watch?v=rcI5G3gCCRQ,423,まろーず -&amp;Maros'Tabl,180,,618,68
【咀嚼音】恵方巻きを食べる｜ASMR Sushi Roll【Eating Sounds】,/watch?v=ngZCelzne7c,345,まろーず -&amp;Maros'Tabl,180,,618,56
【咀嚼音】ミニストップのビッグドッグを食べる｜ASMR Korean Hot Dog【Eating Sounds】,/watch?v=gc2hDbXM1uc,1244,まろーず -&amp;Maros'Tabl,180,,618,201
【咀嚼音】じゃがもちチーズボールを食べる｜ASMR Potato & Cheese Ball【Eating Sounds】,/watch?v=FdN8lJBBR1w,1247,まろーず -&amp;Maros'Tabl,180,,618,202
【咀嚼音】りんご飴を食べる｜ASMR Candy Apples【Eating Sounds】,/watch?v=XZl0j5epKXU,1785,まろーず -&amp;Maros'Tabl,180,,618,289
【咀嚼音】もち吉風いなりあげもちと金柑の甘露煮を食べる【ASMR/Eating Sounds】,/watch?v=3ljFHDQAo7g,308,まろーず -&amp;Maros'Tabl,180,,618,50
【咀嚼音】エビフライ定食を食べる【ASMR/Eating Sounds】,/watch?v=Xjnc9adjBDI,794,まろーず -&amp;Maros'Tabl,180,,618,128
【咀嚼音】マシュマロサンドを食べる【ASMR/Eating Sounds】,/watch?v=QZl2KcE8ST4,895,まろーず -&amp;Maros'Tabl,180,,618,145
【咀嚼音】モスチキンとオニポテを食べる【ASMR/Eating Sounds】,/watch?v=Uj442eMdnew,783,まろーず -&amp;Maros'Tabl,180,,618,127
【咀嚼音】チーズスティックを食べる【ASMR/Eating Sounds】(No Music),/watch?v=dM0-f-5atGA,736,まろーず -&amp;Maros'Tabl,180,,618,119
♪【咀嚼音】チーズスティックを食べる【ASMR/Eating Sounds】(With Music),/watch?v=Pq1k631IWew,279,まろーず -&amp;Maros'Tabl,180,,618,45
【咀嚼音】三角チョコパイいちごを食べる【ASMR/Eating Sounds】,/watch?v=xxDxbSCcKk0,513,まろーず -&amp;Maros'Tabl,180,,618,83
【咀嚼音】菊水堂のできたてポテトチップを食べる【ASMR/Eating Sounds】,/watch?v=Byeds7O_M-0,234,まろーず -&amp;Maros'Tabl,180,,618,38
【プチ大食い】2018年新作！マックの三角チョコパイ(黒/白)を6個食べる【咀嚼音/NoTalking】,/watch?v=97pRwLQX6cw,733,まろーず -&amp;Maros'Tabl,180,,618,119
【ASMR】イタリア気分でラビオリを食べた【咀嚼音/NoTalking】,/watch?v=DHpUSj2UcIY,265,まろーず -&amp;Maros'Tabl,180,,618,43
【大食い!?】食パン1斤を使ったパングラタンを食べる【ASMR】,/watch?v=LAArwJ1W0rY,768,まろーず -&amp;Maros'Tabl,180,,618,124
【おうちカフェ】シャインマスカットソーダとBAKEのチーズタルト【ASMR】,/watch?v=ZnRINP1DmbA,226,まろーず -&amp;Maros'Tabl,180,,618,37
【ASMR】音のある食卓 〜イシイの甘栗編〜【Eating Sounds】,/watch?v=x7O-6ye5D1s,126,まろーず -&amp;Maros'Tabl,180,,618,20
【ASMR】スタバ 秋の新作！スイートポテトシリーズを食べてみた【Eating Sounds】,/watch?v=bTduew8DLhI,243,まろーず -&amp;Maros'Tabl,180,,618,39
