title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
(NO TALKING) CRUNCHY THIN FROZEN CHOCOLATE EATING | ASMR,/watch?v=4Qu9EJZA6jE,22147,SPAM WAJIB,,3か月前,388566,6
(NO TALKING) EXTREMELY CRUNCHY FROZEN CHOCO | ASMR,/watch?v=fk7o7tlCgyc,267222,SPAM WAJIB,,1年前,388566,69
CRUNCHY FROZEN CHOCOLATE EATING (NO TALKING) | ASMR,/watch?v=bcHXOQS0qK0,70943,SPAM WAJIB,,1年前,388566,18
(NO TALKING) SATISFYING FROZEN CHOCOLATE | ASMR,/watch?v=5B2Z87PJn9I,1795909,SPAM WAJIB,,2年前,388566,462
(NO TALKING) EXTRA LOUD CRUNCHY FROZEN CHOCOLATE | ASMR,/watch?v=v0N_VZpIxYA,714860,SPAM WAJIB,,2年前,388566,184
RELAXING FROZEN CHOCOLATE EATING (NO TALKING) | ASMR,/watch?v=Vzt8k0buj8s,348155,SPAM WAJIB,,2年前,388566,90
(NO TALKING) CRISPY THIN FROZEN CHOCOLATE | ASMR,/watch?v=C67_252SKLg,590449,SPAM WAJIB,,2年前,388566,152
(NO TALKING) ULTRA CRUNCHY FROZEN CHOCOLATE EATING| ASMR,/watch?v=h14SAaTHMkc,65737,SPAM WAJIB,,2年前,388566,17
(NO TALKING) YUMMY FROZEN CHOCOLATE EATING | ASMR,/watch?v=kuetqIAuSWE,311364,SPAM WAJIB,,2年前,388566,80
CRUNCHIEST FROZEN CHOCO EATING (NO TALKING) | ASMR,/watch?v=qdwJD2RPuYM,50184,SPAM WAJIB,,2年前,388566,13
FROZEN CHOCO EATING | ASMR,/watch?v=c1wJPiPmo7w,50937,SPAM WAJIB,,2年前,388566,13
SATISFYING CHOCOLATE EATING (NO TALKING) | ASMR,/watch?v=5rwe21rBwso,261440,SPAM WAJIB,,2年前,388566,67
(NO TALKING) SATISFYING FROZEN CHOCOLATE COMPILATION | ASMR,/watch?v=BKnEBY7Lm_w,400949,SPAM WAJIB,,2年前,388566,103
(NO TALKING) FROZEN CHOCOLATE EATING COMPILATION | ASMR,/watch?v=qJRmraaF6sY,777057,SPAM WAJIB,,2年前,388566,200
SATISFYING FROZEN CHOCOLATE COMPILATION | MUST WATCH,/watch?v=frKVLhCu4RI,162610,SPAM WAJIB,,2年前,388566,42
CRUNCHY LOUD FROZEN CHOCOLATE COMPILATION | MUST WATCH,/watch?v=QCuMtg3DL5I,327086,SPAM WAJIB,,2年前,388566,84
