title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
磯部揚げ風。冷やしちくわそば,/watch?v=newnPnTt12Y,1740,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ3時間前,,,,,,,,,,,,,,,,,,,,",18588,9
【作り置き】ゴーヤのピリ辛漬け,/watch?v=pXUfF-rlUzg,4590,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ9時間前,,,,,,,,,,,,,,,,,,,,",18588,25
さっぱりおいしい！ぽん酢 レシピ集,/watch?v=ideuOr-M6F8,16245,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ12時間前,,,,,,,,,,,,,,,,,,,,,",18588,87
キャベツもたっぷり！豆腐お好み焼き,/watch?v=-ktJzNJXNsE,9849,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ1日前,,,,,,,,,,,,,,,,,,,,",18588,53
材料3つで。甘酒フローズンヨーグルト,/watch?v=Kv25vcdxmII,5271,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ1日前,,,,,,,,,,,,,,,,",18588,28
大人も子供も大好き！ポテトサラダ レシピ集,/watch?v=SwoxSnlonwE,12927,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ1日前,,,,,,,,,,,,,,,,,,,,,",18588,70
【すぐ麺】濃厚！アボカドの和風クリームパスタ,/watch?v=SHq0kDzE2ZU,12098,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ2日前,,,,,,,,,,,,,,,,,",18588,65
冷凍庫いらず！簡単オレンジシャーベット,/watch?v=QJ6PcXImM6Q,8387,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ2日前,,,,,,,,,,,,,,,,,,,,",18588,45
マヨラー必見！マヨネーズレシピ 10選,/watch?v=Z5nMy0TPAe0,37677,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ2日前,,,,,,,,,,,,,,,,,,,,,",18588,203
焼売の皮いらず！お手軽カニしゅうまい,/watch?v=A04tODfAKA8,11819,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ3日前,,,,,,,,,,,,,,,,,,,,,",18588,64
片栗粉でお手軽♪水まんじゅう,/watch?v=eNG3lYPPr_g,10743,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ3日前,,,,,,,,,,,,,,,,,,,,",18588,58
火力いらずで楽チン♪レンジで麺 レシピ集,/watch?v=7sT9lSVNyWo,15089,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ3日前,,,,,,,,,,,,,,,,,,,,,",18588,81
レンジでお手軽。包みメキシカンピラフ,/watch?v=G6yKFEFFOQg,9621,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ4日前,,,,,,,,,,,,,,,,,,,,",18588,52
冷製スープの定番。ビシソワーズ,/watch?v=nS8Rmp8EdQc,11595,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ4日前,,,,,,,,,,,,,,,,,,,,,",18588,62
さっぱりおいしい！ピクルス レシピ集,/watch?v=PT3Zdgv7Wl8,9572,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ4日前,,,,,,,,,,,,,,,,,,,,",18588,51
こねずに作れる。豚こまピーマンの肉詰め,/watch?v=_42i7KXPoS0,13014,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ5日前,,,,,,,,,,,,,,,,,,,,,",18588,70
パスタとさば缶で！濃厚魚介つけ麺風｜お家で余ったパスタを気分を変えてアレンジ♪,/watch?v=TvYPj7PZNRU,25845,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ5日前,,,,,,,,,,,,,,,,,,,,,",18588,139
ゆでるだけで簡単！冷しゃぶ レシピ集,/watch?v=zu95z4qroms,14266,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ5日前,,,,,,,,,,,,,,,,,,,,,",18588,77
HMで簡単。ツナマヨサラダのちくわパン,/watch?v=W0VJgkvS2Lw,9471,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ6日前,,,,,,,,,,,,,,,,,,,",18588,51
食べられる宝石！琥珀糖,/watch?v=eZJk_0tRuG4,9998,| マカロニ,32600,",,,,,,,,,,,,,,,,,,,,,,,,,,,,マカロニ6日前,,,,,,,,,,,,,,,,,,,,",18588,54
