title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
【コラボ】胡蝶しのぶがほしい！　かいちゃんとおにいちゃんから電話だよ！　寸劇　5歳　10歳　鬼滅の刃コラボ,/watch?v=t2MSe_nP0NM,36277,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,25
かわいくなりたい！　憧れのシースルーバングへの道　鬼滅の刃　ガチャガチャ　美容室　5歳　10歳　小学5年生,/watch?v=Hq9t8uNn9Ik,8040,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,5
【寸劇】真菰がケガをしちゃった！　つむちゃんナースがお手当てしてあげる！　鬼滅の刃　絆創膏　5歳　10歳　姉妹,/watch?v=vOjjNc6DSbQ,80881,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,55
【寸劇】胡蝶しのぶが赤ちゃんになっちゃった！？　カナヲたすけて！　鬼滅の刃　魔法の箱　5歳　10歳　姉妹,/watch?v=TP8rgxzcG9w,114132,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,78
つむちゃんが小さくなっちゃった！　魔女っ子メルのいたずらごっこ　寸劇　姉妹喧嘩　ヒーリングっど♥プリキュア　バスボール　5歳　10歳,/watch?v=Fi28N4mU93k,78314,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,53
ねぇねお願い！　はらぺこな妹のために卵焼きをつくる！　寸劇　はじめてのお料理　チャレンジ　5歳　10歳　姉妹,/watch?v=-Zsi9ISV_9Q,15441,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,11
【ねないこだれだ】夜中におかしを食べたらおばけがくる⁉︎　寸劇　教育　5歳　幼稚園児　10歳　姉妹　ママコラボ#135,/watch?v=FIHKuW4MnNE,37223,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,25
しのぶvsしのぶ！　あみだくじで鬼滅の刃ガチャガチャ決め！　寸劇　胡蝶しのぶ　キャラばんちょうこうラバー　姉妹　鬼滅の刃コラボ,/watch?v=4gWbqIHfpno,61566,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,42
鬼滅の刃グッズがほしい！　5歳と10歳の姉妹がおでかけ　リアルお買い物ごっこ　密着　夏休み　ガチャガチャ,/watch?v=rwCsfEnhwCg,14748,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,10
ふつうのおやつなんてイヤ！　姉妹でかわいいおやつを作る！　青空ゼリー　寸劇　おやつ作り　インスタ映え　5歳　10歳,/watch?v=Q2bJN9pBvG8,79732,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,54
おうちにおやつがな〜い！　はらぺこ姉妹がお買い物にいく！　寸劇　リアルお買い物ごっこ　鬼滅の刃デコステッカー2　5歳　10歳,/watch?v=-iMj6xiF4FI,57362,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,39
【寸劇】まこものお面がなくなった？　しのぶが助ける！　鬼滅の刃　胡蝶しのぶ　真菰　5歳　10歳　姉妹,/watch?v=hE06YRTJ-Sg,342169,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,233
【寸劇】ドアをあけたら...！？　おまつりごっこ　鬼滅の刃　スーパーボールすくい　5歳　10歳　姉妹　ママコラボ#134,/watch?v=sTMG4pY2jYc,328079,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,224
【鬼滅の刃】ねずことカナヲの4色マーカーチャレンジ！　何色があたる？　竈門禰豆子　栗花落カナヲ　5歳　10歳　姉妹,/watch?v=NUINJSMIixU,117653,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,80
水着がな〜い！　あわてんぼう姉妹が海へ行く準備をする！　寸劇　リアルお買い物ごっこ　5歳　10歳　姉妹,/watch?v=2bHmCdf1iZw,434027,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,296
バイキンマンにぬすまれた！？　金魚をとりかえせ！　寸劇　チャレンジ　ミッション　水あそび　5歳　幼稚園,/watch?v=EHs8kRqK-_s,301947,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,206
プールがない！　新しいプールをゲットしよう！　リアルお買い物ごっこ　寸劇　水あそび　5歳,/watch?v=w6O2sogNI0Y,271621,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,185
虫歯はないかな？　歯科検診へいくよ！　おでかけ　鬼滅の刃　病院　定期検診　5歳　10歳　姉妹,/watch?v=42dQcO4RRq0,17369,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,12
つむちゃん警察が逮捕しちゃうぞ！　お菓子をひとりじめしちゃダメ！　鬼滅の刃　寸劇　逮捕ごっこ　教育　5歳　幼稚園,/watch?v=2pgxmWQVBNo,22480,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,15
【寸劇】人魚になりたいつむちゃん！　メルちゃんの魔法で変身！　水あそび　水風船　5歳　夏休み　ママコラボ#133,/watch?v=_AAbDEm-pgM,13687,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,9
鬼滅の刃ルーレットでお菓子を決めるよ❤️　当たりがでたらもう1個！？　ディフォルメシールウエハース　開封　胡蝶しのぶ　5歳　10歳　鬼滅の刃コラボ,/watch?v=MATcXI69UuI,18635,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,13
【寸劇】ぬすまれた！？　勝手にお菓子を食べちゃダメ！　教育　チョコエッグ　Jonny Jonny Yes Papa　5歳,/watch?v=SDmBppRLrYY,10641,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,7
【寸劇】つむちゃんなんて赤ちゃんになっちゃえ！　ゆのちゃんは素敵なお姉ちゃん？　魔法ごっこ　5歳　10歳　姉妹,/watch?v=w3VbUGMuRm8,628645,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,429
鬼滅の刃ディフォルメシールウエハースでしのぶと真菰になっちゃった！？　リアルお買い物ごっこ　開封　寸劇　胡蝶しのぶ　5歳　10歳　姉妹,/watch?v=ba5CiK-zRqo,182231,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,124
つむちゃんのおつかい★　絵文字でお買い物チャレンジ　リアルお買い物ごっこ　5歳　10歳　幼稚園児　姉妹,/watch?v=G3IWwHLQ9Y4,30297,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,21
禰豆子おねがい！　マグマの中からカナヲの刀をとってきて！　寸劇　鬼滅の刃　Floor is Lava　チャレンジ　5歳　10歳　姉妹,/watch?v=xvAZgery4iw,307469,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,210
【密着】夏休みこんな風に過ごしてます！　宿題はしてる？　あつまれどうぶつの森　撮影　小学生　幼稚園児　ママコラボ#132,/watch?v=g2BbtZBdfz8,185028,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,126
バイキンマンに鬼滅の刃ぷっちょ隠された！　新発売　鬼消しゴムは誰が出るかな！？　寸劇　5歳　10歳　姉妹　鬼滅の刃コラボ,/watch?v=HWJG8-3gB-k,161821,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,110
はじめての「NGシーン」公開します★　未公開シーン　おふざけ姉妹　初公開　5歳　10歳,/watch?v=GaNlPQrAwX4,10705,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,7
たいへん！公園でつむちゃんが迷子になっちゃった！？　どこにいっちゃったのかな？　寸劇　教育　5歳　10歳　姉妹,/watch?v=ApESLU5-wAo,127827,ゆのちゃんつむちゃん&amp;にこにこママ,19200,,146670,87
